,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Ticker
0,2022-12-31,USD,346747000000,128777000000,20535000000,51355000000,6820000000,54180000000,217970000000,42951000000,68044000000,None,None,None,291347000000,114095000000,30820000000,16422000000,60924000000,290020000000,137286000000,57918000000,20592000000,11483000000,1743000000,152734000000,None,109400000000,9740000000,99627000000,111143000000,59893000000,53107000000,56727000000,None,3240000000,66399000000,15842407000,AAPL
1,2022-09-30,USD,352755000000,135405000000,23646000000,48304000000,4946000000,60932000000,217350000000,42117000000,72340000000,None,None,None,292870000000,120805000000,24658000000,21223000000,54428000000,302083000000,153982000000,64115000000,20312000000,21239000000,9982000000,148101000000,812000000,110100000000,11128000000,98959000000,233256000000,60845000000,49142000000,50672000000,None,-3068000000,64849000000,15943425000,AAPL
2,2022-06-30,USD,336309000000,112292000000,27502000000,48231000000,5433000000,42242000000,224017000000,40335000000,71516000000,None,None,None,307072000000,131077000000,20729000000,16386000000,52605000000,278202000000,129873000000,48343000000,19928000000,24991000000,10982000000,148329000000,None,108700000000,14009000000,94700000000,119682000000,48811000000,53629000000,58107000000,None,5289000000,62115000000,16095378000,AAPL
3,2022-03-31,USD,350662000000,118180000000,28098000000,51511000000,5460000000,45400000000,232482000000,39304000000,70020000000,None,None,None,335183000000,141219000000,23413000000,15809000000,51959000000,283263000000,127508000000,52682000000,20420000000,16658000000,6999000000,155755000000,None,113000000000,9659000000,103323000000,119999000000,50248000000,52432000000,67399000000,None,12712000000,61181000000,16207568000,AAPL
4,2021-12-31,USD,381191000000,153154000000,37119000000,63913000000,5876000000,65253000000,228037000000,39245000000,68454000000,None,None,None,338496000000,138683000000,26794000000,18112000000,50109000000,309259000000,147574000000,74362000000,20276000000,16169000000,5000000000,161685000000,None,117800000000,11169000000,106629000000,122800000000,49167000000,55056000000,71932000000,None,14435000000,58424000000,16340851000,AAPL
5,2021-09-30,USD,351002000000,134836000000,34940000000,62639000000,6580000000,51506000000,216166000000,39440000000,70283000000,None,None,None,318994000000,127877000000,27699000000,14111000000,48849000000,287912000000,125481000000,54763000000,19512000000,15692000000,6000000000,162431000000,769000000,118700000000,9613000000,109106000000,241783000000,47493000000,53325000000,63090000000,None,5562000000,57365000000,16426786000,AAPL
6,2021-06-30,USD,329840000000,114423000000,34050000000,61696000000,5178000000,33908000000,215417000000,38615000000,70242000000,None,None,None,328650000000,131948000000,27646000000,13641000000,44854000000,265560000000,107754000000,40409000000,19681000000,16039000000,8000000000,157806000000,None,128339000000,8039000000,105752000000,120840000000,43625000000,52054000000,64280000000,None,9233000000,54989000000,16556942000,AAPL
7,2021-03-31,USD,337158000000,121465000000,38466000000,69834000000,5219000000,33036000000,215693000000,37815000000,69465000000,None,None,None,338696000000,134539000000,31368000000,13376000000,43339000000,267980000000,106385000000,40127000000,19495000000,13003000000,5000000000,161595000000,None,129203000000,8003000000,108642000000,120629000000,45660000000,52953000000,69178000000,None,15261000000,54203000000,16686305000,AAPL
8,2020-12-31,USD,354054000000,154106000000,36010000000,76826000000,4973000000,58620000000,199948000000,37933000000,67560000000,None,None,None,355132000000,118745000000,40816000000,13687000000,43270000000,287830000000,132507000000,63846000000,18995000000,12762000000,5000000000,155323000000,None,124962000000,7762000000,99281000000,110595000000,48504000000,56042000000,66224000000,None,14301000000,51744000000,16823263000,AAPL
9,2020-09-30,USD,323888000000,143713000000,38016000000,90943000000,4061000000,37445000000,180175000000,36766000000,66760000000,None,None,None,345644000000,100887000000,52927000000,11264000000,42522000000,258549000000,105392000000,42296000000,16843000000,13793000000,4996000000,153157000000,637000000,125873000000,8773000000,98667000000,216860000000,42684000000,54490000000,65339000000,None,14966000000,50779000000,16976763000,AAPL
10,2020-06-30,USD,317344000000,140065000000,33383000000,93025000000,3978000000,32075000000,177279000000,35687000000,65230000000,None,None,None,353851000000,100592000000,59642000000,10987000000,41000000000,245062000000,95318000000,35325000000,16113000000,18675000000,11166000000,149744000000,None,118309000000,7509000000,94048000000,110987000000,35005000000,55696000000,72282000000,None,24136000000,48696000000,4283939000,AAPL
11,2020-03-31,USD,320400000000,143753000000,40174000000,94051000000,3334000000,30677000000,176647000000,35889000000,62854000000,None,None,None,345514000000,98793000000,53877000000,15691000000,41965000000,241975000000,96094000000,32421000000,15328000000,20421000000,10029000000,145881000000,None,115992000000,10392000000,89086000000,107777000000,37324000000,56795000000,78425000000,None,33182000000,48032000000,4323987000,AAPL
12,2019-12-31,USD,340618000000,163231000000,39771000000,107162000000,4097000000,39946000000,177387000000,37031000000,60959000000,None,None,None,374351000000,99899000000,67391000000,12026000000,40457000000,251087000000,102161000000,45111000000,14673000000,15214000000,4990000000,148926000000,None,119324000000,10224000000,93078000000,107861000000,36263000000,55848000000,89531000000,None,43977000000,45972000000,4384959000,AAPL
13,2019-09-30,USD,338516000000,162819000000,48844000000,100557000000,4106000000,45804000000,175697000000,37378000000,58579000000,None,None,None,362952000000,105341000000,51713000000,12352000000,32978000000,248028000000,105718000000,46236000000,13622000000,16240000000,5980000000,142310000000,None,117760000000,10260000000,91807000000,209135000000,37720000000,50503000000,90488000000,None,45898000000,45174000000,4443236000,AAPL
14,2019-06-30,USD,322239000000,134973000000,50530000000,94614000000,3355000000,26474000000,187266000000,37636000000,56348000000,None,None,None,370690000000,115996000000,44084000000,10530000000,33634000000,225783000000,89704000000,29115000000,None,23482000000,9953000000,136079000000,None,116029000000,13529000000,84936000000,108059000000,31673000000,51143000000,96456000000,None,53724000000,43371000000,4531395000,AAPL
15,2019-03-31,USD,341998000000,123346000000,37988000000,80092000000,4884000000,26278000000,218652000000,38746000000,54290000000,None,None,None,414334000000,145319000000,42104000000,12092000000,34587000000,236138000000,93772000000,30443000000,None,22429000000,11924000000,142366000000,None,113805000000,10505000000,90201000000,112922000000,35368000000,52165000000,105860000000,None,64558000000,42801000000,4607284000,AAPL
16,2018-12-31,USD,373719000000,140828000000,44771000000,86427000000,4988000000,36981000000,232891000000,39597000000,51929000000,None,None,None,446799000000,158608000000,41656000000,12432000000,34686000000,255827000000,108283000000,44293000000,None,21741000000,11969000000,147544000000,None,112372000000,9772000000,92989000000,115529000000,36703000000,54555000000,117892000000,None,80510000000,40970000000,4729803000,AAPL
17,2018-09-30,USD,365725000000,131339000000,25913000000,25913000000,3956000000,48995000000,234386000000,41304000000,49099000000,None,None,None,448287000000,170799000000,40388000000,12087000000,22283000000,258578000000,115929000000,55888000000,14766000000,20748000000,11964000000,142649000000,None,111984000000,8784000000,93735000000,220132000000,33327000000,48914000000,107147000000,None,70400000000,40201000000,4754986000,AAPL
18,2018-06-30,USD,349197000000,115761000000,31971000000,70970000000,5936000000,26367000000,406209000000,38117000000,47251000000,None,None,None,243743000000,172773000000,38999000000,12488000000,22546000000,234248000000,88548000000,38489000000,10281000000,17472000000,11974000000,191394000000,None,108598000000,5498000000,97128000000,115871000000,25184000000,45694000000,114949000000,None,79436000000,38624000000,4842917000,AAPL
19,2018-03-31,USD,367502000000,130053000000,45059000000,87940000000,7662000000,22408000000,416735000000,35077000000,45425000000,None,None,None,267226000000,179286000000,42881000000,12043000000,23086000000,240624000000,89320000000,34311000000,10862000000,20478000000,11980000000,198159000000,None,119598000000,8498000000,101362000000,122881000000,26756000000,46855000000,126878000000,None,91898000000,38044000000,4943282000,AAPL
20,2022-12-31,USD,365264000000,164795000000,21879000000,113762000000,2670000000,40258000000,202772000000,112668000000,59042000000,31044000000,2084000000,28960000000,212885000000,32795000000,91883000000,8105000000,6623000000,109120000000,69300000000,5128000000,4507000000,298000000,0,39820000000,1844000000,15312000000,None,9900000000,15312000000,51006000000,2247000000,256144000000,None,195563000000,68184000000,12849000000,GOOG
21,2022-09-30,USD,358255000000,166109000000,21984000000,116259000000,3156000000,36176000000,85083000000,108363000000,None,31026000000,2192000000,28834000000,129424000000,31719000000,94275000000,10518000000,5670000000,104629000000,65979000000,6303000000,4179000000,414000000,0,38650000000,1799000000,14653000000,None,9700000000,-146000000,52781000000,2371000000,253626000000,None,196220000000,66258000000,12971000000,GOOG
22,2022-06-30,USD,355185000000,172371000000,17936000000,124997000000,1980000000,37073000000,77991000000,106223000000,None,25326000000,1377000000,23949000000,142135000000,32065000000,107061000000,8321000000,5712000000,99766000000,61354000000,4409000000,3744000000,82000000,0,38412000000,1884000000,12850000000,None,10400000000,-150000000,49420000000,2422000000,255419000000,None,196845000000,64402000000,13078000000,GOOG
23,2022-03-31,USD,357096000000,177853000000,20886000000,133970000000,1369000000,35622000000,76425000000,104218000000,None,24323000000,1313000000,23010000000,147340000000,31944000000,113084000000,6892000000,5778000000,103092000000,61948000000,3436000000,3697000000,181000000,0,41144000000,1944000000,14791000000,None,11400000000,-153000000,48703000000,2242000000,254004000000,None,195221000000,62832000000,658763000,GOOG
24,2021-12-31,USD,359268000000,188143000000,20945000000,139649000000,1170000000,40270000000,172625000000,97599000000,49414000000,24373000000,1417000000,22956000000,152164000000,31049000000,118704000000,8020000000,5361000000,107633000000,64254000000,6037000000,3823000000,113000000,0,43379000000,1973000000,15440000000,0,12400000000,15440000000,51932000000,2205000000,251635000000,None,191484000000,61774000000,662121000,GOOG
25,2021-09-30,USD,347403000000,184110000000,23719000000,142003000000,1278000000,34800000000,70162000000,94631000000,None,24172000000,1549000000,22623000000,146960000000,27601000000,118284000000,6029000000,4276000000,102836000000,61782000000,4616000000,6978000000,249000000,0,41054000000,1447000000,12300000000,0,12300000000,-159000000,47927000000,2250000000,244567000000,None,183782000000,61193000000,664682000,GOOG
26,2021-06-30,USD,335387000000,175697000000,23630000000,135863000000,907000000,32851000000,69593000000,91697000000,None,24032000000,1626000000,22406000000,140465000000,27132000000,112233000000,6076000000,4298000000,97822000000,55741000000,4708000000,6425000000,117000000,0,42081000000,1491000000,12400000000,0,12400000000,-163000000,44470000000,2270000000,237565000000,None,176939000000,60436000000,667637000,GOOG
27,2021-03-31,USD,327095000000,172137000000,26622000000,135104000000,888000000,28499000000,68952000000,87606000000,None,24164000000,1823000000,22341000000,142520000000,26894000000,108482000000,7646000000,4167000000,97082000000,55453000000,4801000000,3220000000,1090000000,0,41629000000,1052000000,14000000000,1000000000,13000000000,-165000000,44181000000,2146000000,230013000000,None,170580000000,59436000000,671094000,GOOG
28,2020-12-31,USD,319616000000,174296000000,26465000000,136694000000,728000000,31384000000,146720000000,84749000000,41713000000,22620000000,1445000000,21175000000,138984000000,22103000000,110229000000,5490000000,3953000000,97072000000,56834000000,5589000000,3024000000,1100000000,0,40238000000,1100000000,15319000000,999000000,14000000000,15319000000,45523000000,2269000000,222544000000,None,163401000000,58510000000,675222000,GOOG
29,2020-09-30,USD,299243000000,164369000000,20129000000,132596000000,835000000,25513000000,134874000000,81636000000,None,22390000000,1520000000,20870000000,134397000000,15956000000,112467000000,5425000000,3274000000,86323000000,48200000000,4391000000,2756000000,1121000000,0,38123000000,1074000000,14899000000,999000000,13900000000,-173000000,38873000000,2194000000,212920000000,None,155567000000,57307000000,677724000,GOOG
30,2020-06-30,USD,278492000000,149069000000,17742000000,121080000000,815000000,21595000000,129423000000,78748000000,None,22521000000,1697000000,20824000000,122355000000,14161000000,103338000000,5579000000,2731000000,71170000000,43658000000,4064000000,2458000000,1136000000,0,27512000000,1171000000,5297000000,997000000,2963000000,-37000000,35142000000,1992000000,207322000000,None,151681000000,55937000000,681215000,GOOG
31,2020-03-31,USD,273403000000,147018000000,19644000000,117229000000,889000000,23735000000,126385000000,87966000000,None,22574000000,1840000000,20734000000,114470000000,13567000000,97585000000,5165000000,2748000000,69744000000,40189000000,4099000000,2288000000,1312000000,0,19079000000,1154000000,5512000000,1312000000,3960000000,-40000000,31927000000,2427000000,203659000000,None,151068000000,53688000000,683972000,GOOG
32,2019-12-31,USD,275909000000,152578000000,18498000000,119675000000,999000000,27492000000,123331000000,73646000000,30561000000,22603000000,1979000000,20624000000,119195000000,14378000000,101177000000,4412000000,2342000000,74467000000,45221000000,5561000000,2266000000,1199000000,0,19032000000,685000000,4685000000,0,3958000000,4685000000,36279000000,2534000000,201442000000,None,152122000000,50552000000,688335000,GOOG
33,2019-09-30,USD,263044000000,148358000000,16032000000,121177000000,1401000000,21081000000,114686000000,69252000000,28153000000,19816000000,1747000000,18069000000,124290000000,13688000000,105145000000,4699000000,2225000000,68075000000,39224000000,4142000000,2043000000,None,0,19185000000,126000000,3956000000,None,3956000000,-44000000,33272000000,1637000000,194969000000,None,147125000000,49040000000,690906000,GOOG
34,2019-06-30,USD,257101000000,147437000000,16587000000,121056000000,964000000,21317000000,109664000000,64891000000,26539000000,19902000000,1902000000,18000000000,222621000000,13312000000,104469000000,4100000000,2461000000,64909000000,37000000000,3925000000,2104000000,None,0,18821000000,120000000,3954000000,1064000000,3954000000,-46000000,30822000000,1499000000,192192000000,None,145346000000,47937000000,694050000,GOOG
35,2019-03-31,USD,245349000000,138207000000,19148000000,113488000000,1053000000,19260000000,107142000000,60528000000,24730000000,20006000000,2063000000,17943000000,204944000000,15774000000,94340000000,4406000000,2547000000,61877000000,34910000000,3710000000,None,None,0,17479000000,114000000,3952000000,1142000000,3952000000,-48000000,28772000000,1417000000,183472000000,None,138720000000,46532000000,694782000,GOOG
36,2018-12-31,USD,232792000000,135676000000,16701000000,109140000000,1107000000,21193000000,97116000000,59719000000,22788000000,20108000000,2220000000,17888000000,199328000000,15159000000,92439000000,4236000000,2693000000,55164000000,34620000000,4378000000,2180000000,None,0,19280000000,None,4062000000,None,3950000000,4062000000,28389000000,3545000000,177628000000,None,134885000000,45049000000,695556000,GOOG
37,2018-09-30,USD,221538000000,129702000000,13443000000,106416000000,1212000000,18067000000,91836000000,55300000000,21828000000,20343000000,2448000000,17895000000,200680000000,12673000000,92973000000,4007000000,2838000000,51698000000,31301000000,3789000000,None,None,0,19079000000,None,3948000000,None,3948000000,-52000000,25760000000,3214000000,169840000000,None,128405000000,43111000000,695957000,GOOG
38,2018-06-30,USD,211610000000,124157000000,14148000000,102254000000,698000000,17244000000,87453000000,51672000000,20204000000,20557000000,2662000000,17895000000,191247000000,12787000000,88106000000,3961000000,3052000000,49610000000,29903000000,3369000000,None,None,0,19228000000,None,3947000000,3981000000,3947000000,-53000000,23631000000,3237000000,162000000000,None,121282000000,42243000000,695946000,GOOG
39,2018-03-31,USD,206935000000,123761000000,12658000000,102885000000,636000000,16814000000,83174000000,48845000000,18956000000,20671000000,2809000000,17862000000,104645000000,12476000000,90227000000,3426000000,2004000000,46110000000,25394000000,3526000000,1911000000,1329000000,1300000000,20322000000,None,3944000000,29000000,3944000000,1244000000,17600000000,3149000000,160825000000,None,120008000000,41487000000,694945000,GOOG
40,2022-12-31,USD,364552000000,157823000000,15646000000,99508000000,2980000000,36378000000,210929000000,82755000000,63459000000,78259000000,10354000000,67905000000,91155000000,7097000000,83862000000,19502000000,24994000000,181416000000,81718000000,15354000000,79252000000,3997000000,3997000000,99698000000,11998000000,48116000000,3997000000,44119000000,48116000000,12802000000,16479000000,183136000000,None,99368000000,90225000000,7447000000,MSFT
41,2022-09-30,USD,359784000000,160812000000,22884000000,107262000000,4268000000,32015000000,202772000000,77037000000,60638000000,78267000000,10808000000,67459000000,99146000000,6839000000,84378000000,18003000000,23482000000,186218000000,87389000000,16609000000,87778000000,3248000000,3248000000,98829000000,11660000000,48622000000,3248000000,45374000000,48622000000,12058000000,15311000000,173566000000,None,92374000000,88535000000,7457000000,MSFT
42,2022-06-30,USD,364840000000,169684000000,13931000000,104757000000,3742000000,45261000000,198956000000,74398000000,59660000000,78822000000,11298000000,67524000000,95583000000,6891000000,90826000000,16924000000,21897000000,198298000000,95082000000,19000000000,96816000000,2749000000,2749000000,103216000000,11489000000,49781000000,2749000000,47032000000,49781000000,13067000000,15526000000,166542000000,None,84281000000,86939000000,7464000000,MSFT
43,2022-03-31,USD,344607000000,153922000000,12498000000,104693000000,3296000000,33613000000,194285000000,70298000000,58053000000,78719000000,11348000000,67371000000,96125000000,6907000000,92195000000,13320000000,21845000000,181683000000,77439000000,16085000000,73592000000,1749000000,1749000000,104244000000,11357000000,49926000000,1749000000,48177000000,49926000000,11865000000,15154000000,162924000000,None,79633000000,85767000000,7483000000,MSFT
44,2021-12-31,USD,340389000000,174188000000,20604000000,125369000000,3019000000,34507000000,169701000000,67214000000,55277000000,58383000000,7462000000,50921000000,118260000000,6994000000,104765000000,12280000000,21256000000,180379000000,77510000000,15314000000,73538000000,4998000000,4998000000,102869000000,10774000000,53258000000,4998000000,48260000000,53258000000,11684000000,14747000000,160010000000,None,75045000000,84528000000,7500000000,MSFT
45,2021-09-30,USD,335418000000,174326000000,19165000000,130615000000,3411000000,28203000000,164492000000,63772000000,52469000000,58249000000,7794000000,50455000000,122731000000,6393000000,111450000000,12951000000,21103000000,183440000000,80528000000,14832000000,82030000000,3249000000,3249000000,102912000000,10050000000,53288000000,3249000000,50039000000,53288000000,10816000000,14346000000,151978000000,None,66944000000,83751000000,7510000000,MSFT
46,2021-06-30,USD,333779000000,184406000000,14224000000,130334000000,2636000000,39008000000,152773000000,59715000000,51351000000,57511000000,7800000000,49711000000,122266000000,5984000000,116110000000,13393000000,15075000000,191791000000,88657000000,15163000000,88282000000,8072000000,8072000000,103134000000,9629000000,58146000000,8072000000,50074000000,58146000000,11666000000,13427000000,141988000000,None,57055000000,83111000000,7519000000,MSFT
47,2021-03-31,USD,308879000000,165614000000,13702000000,125407000000,2245000000,27129000000,146065000000,54945000000,49681000000,57825000000,8127000000,49698000000,118220000000,5395000000,111705000000,11640000000,14427000000,174374000000,72193000000,13412000000,65428000000,8051000000,8051000000,102181000000,9272000000,58058000000,8051000000,50007000000,58058000000,10450000000,12941000000,134505000000,None,50735000000,82308000000,7534000000,MSFT
48,2020-12-31,USD,304137000000,173973000000,14432000000,131968000000,1924000000,28020000000,133064000000,51737000000,47715000000,50774000000,6555000000,44219000000,125914000000,3794000000,117536000000,12769000000,13561000000,173901000000,67486000000,12770000000,66774000000,5387000000,5387000000,106415000000,8875000000,60523000000,5387000000,55136000000,60523000000,10527000000,12544000000,130236000000,None,44973000000,81896000000,7546000000,MSFT
49,2020-09-30,USD,301001000000,177077000000,17205000000,137977000000,2705000000,23951000000,126624000000,47927000000,45417000000,50813000000,6923000000,43890000000,131702000000,3103000000,120772000000,13544000000,13034000000,177609000000,70056000000,12509000000,72610000000,6497000000,6497000000,107553000000,7753000000,63552000000,6497000000,57055000000,63552000000,9476000000,11525000000,123392000000,None,39193000000,81089000000,7564000000,MSFT
50,2020-06-30,USD,301311000000,181915000000,13576000000,136527000000,1895000000,32011000000,122096000000,44151000000,43197000000,50389000000,7038000000,43351000000,130044000000,2965000000,122951000000,11482000000,13138000000,183007000000,72310000000,12530000000,78360000000,3749000000,3749000000,110697000000,7671000000,63327000000,3749000000,59578000000,63327000000,10027000000,10632000000,118304000000,None,34566000000,80552000000,7571000000,MSFT
51,2020-03-31,USD,285449000000,170505000000,11710000000,137626000000,1644000000,22699000000,117444000000,41221000000,41512000000,48919000000,6855000000,42064000000,132104000000,2660000000,125916000000,8536000000,13696000000,170948000000,58707000000,9246000000,60794000000,3748000000,3748000000,112241000000,7248000000,66610000000,3748000000,62862000000,66610000000,9151000000,9673000000,114501000000,None,32012000000,79813000000,7590000000,MSFT
52,2019-12-31,USD,282794000000,167074000000,8864000000,134253000000,1823000000,23525000000,118120000000,40522000000,39597000000,49374000000,7126000000,42248000000,129483000000,2755000000,125389000000,7473000000,14630000000,172685000000,59640000000,8811000000,62442000000,6247000000,6247000000,113045000000,7172000000,69608000000,6247000000,63361000000,69608000000,9131000000,9658000000,110109000000,None,30739000000,79625000000,7611000000,MSFT
53,2019-09-30,USD,278955000000,165896000000,13117000000,136636000000,2622000000,19087000000,115359000000,38409000000,36971000000,49621000000,7508000000,42113000000,131971000000,2684000000,123519000000,7551000000,14455000000,172894000000,58118000000,8574000000,68052000000,3017000000,3017000000,114776000000,6659000000,69495000000,3017000000,66478000000,69495000000,8507000000,8826000000,106061000000,None,27240000000,78882000000,7634000000,MSFT
54,2019-06-30,USD,286556000000,175552000000,11356000000,133819000000,2063000000,29524000000,105825000000,36477000000,35330000000,49776000000,7750000000,42026000000,129789000000,2649000000,122463000000,10146000000,14723000000,184226000000,69420000000,9382000000,74412000000,5516000000,0,108618000000,6188000000,72178000000,5516000000,66662000000,72200000000,9351000000,7581000000,102330000000,None,24150000000,78520000000,7643000000,MSFT
55,2019-03-31,USD,263281000000,159887000000,11212000000,131618000000,1951000000,19269000000,98273000000,33648000000,35431000000,49964000000,8103000000,41861000000,127455000000,2403000000,120406000000,7049000000,10258000000,168417000000,53861000000,7544000000,None,6515000000,0,108584000000,5972000000,73100000000,6515000000,66585000000,73100000000,7837000000,6763000000,94864000000,None,18338000000,77791000000,7666000000,MSFT
56,2018-12-31,USD,258859000000,156874000000,6638000000,127662000000,1961000000,19680000000,97079000000,32717000000,33082000000,50059000000,8482000000,41577000000,124407000000,2274000000,121024000000,7571000000,10129000000,166731000000,50318000000,7563000000,None,3516000000,0,110730000000,None,73200000000,3516000000,69653000000,73200000000,8297000000,6055000000,92128000000,None,16585000000,77556000000,7683000000,MSFT
57,2018-09-30,USD,257619000000,164195000000,15137000000,135880000000,3614000000,17390000000,88490000000,31430000000,30953000000,43434000000,7579000000,35855000000,131941000000,2034000000,120743000000,7311000000,9792000000,171652000000,56277000000,8511000000,None,6497000000,0,109723000000,None,76200000000,6497000000,69733000000,76200000000,7953000000,5539000000,85967000000,None,17279000000,71303000000,7680000000,MSFT
58,2018-06-30,USD,258848000000,169662000000,11946000000,133768000000,2662000000,26481000000,84300000000,29460000000,29223000000,43736000000,8053000000,35683000000,129579000000,1862000000,121822000000,6751000000,7442000000,176130000000,58488000000,8617000000,None,3998000000,0,112074000000,None,76200000000,3998000000,72242000000,76200000000,8744000000,5211000000,82718000000,None,13682000000,71223000000,7677000000,MSFT
59,2018-03-31,USD,245497000000,156659000000,9221000000,132270000000,2084000000,17208000000,83579000000,27929000000,28377000000,44126000000,8544000000,35582000000,135088000000,2818000000,123049000000,5097000000,7106000000,166258000000,46133000000,7623000000,23955000000,3677000000,230000000,114374000000,None,76900000000,3447000000,73480000000,77130000000,7500000000,5223000000,79239000000,None,9974000000,70418000000,7690000000,MSFT
60,2022-12-31,USD,462675000000,146791000000,53888000000,70026000000,34405000000,42360000000,135273000000,186715000000,None,26385000000,6097000000,20288000000,72154000000,None,16138000000,None,42758000000,316632000000,155393000000,79600000000,32227000000,7396000000,None,164139000000,11386000000,70542000000,2999000000,67150000000,70542000000,62566000000,21121000000,146043000000,7837000000,83193000000,108000000,10242000000,AMZN
61,2022-09-30,USD,428362000000,131463000000,34947000000,58662000000,36647000000,36154000000,119711000000,177195000000,None,20168000000,None,20168000000,65881000000,None,23715000000,36154000000,37503000000,290873000000,140363000000,67760000000,15329000000,10383000000,1100000000,153210000000,11595000000,63541000000,4247000000,58919000000,64641000000,59974000000,22259000000,137489000000,7837000000,82915000000,107000000,10198000000,AMZN
62,2022-06-30,USD,419728000000,133667000000,37478000000,60710000000,38153000000,34804000000,112370000000,173706000000,None,20195000000,None,20195000000,69363000000,None,23232000000,207000000,33730000000,288326000000,140291000000,71219000000,15418000000,11025000000,235000000,150635000000,12625000000,63435000000,4998000000,58053000000,63670000000,56254000000,23458000000,131402000000,7837000000,80043000000,107000000,10183000000,AMZN
63,2022-03-31,USD,410767000000,133876000000,36393000000,66385000000,34987000000,32504000000,108438000000,168468000000,None,20229000000,None,20229000000,77110000000,None,29992000000,191000000,32033000000,276766000000,139508000000,68547000000,15320000000,9523000000,None,139758000000,14085000000,50553000000,2681000000,47556000000,50553000000,58141000000,23971000000,134001000000,4503000000,82071000000,5000000,509000000,AMZN
64,2021-12-31,USD,420549000000,161580000000,36220000000,96049000000,32640000000,32891000000,103810000000,160281000000,None,20478000000,5107000000,15371000000,127810000000,None,59829000000,242000000,27235000000,282304000000,142266000000,78664000000,28027000000,9574000000,318000000,142238000000,15670000000,50553000000,1491000000,48744000000,50871000000,51775000000,23643000000,138245000000,1837000000,85915000000,106000000,509000000,AMZN
65,2021-09-30,USD,382406000000,138531000000,29944000000,78988000000,30933000000,28610000000,96738000000,147152000000,None,15345000000,None,15345000000,116191000000,None,49044000000,218000000,29227000000,261842000000,123994000000,71474000000,12974000000,9712000000,None,139848000000,15807000000,51376000000,1000000000,50055000000,51376000000,41546000000,23945000000,120564000000,1837000000,71592000000,5000000,507000000,AMZN
66,2021-06-30,USD,360319000000,140848000000,40380000000,89894000000,24119000000,26835000000,85991000000,133502000000,None,15350000000,None,15350000000,127527000000,None,49514000000,265000000,27273000000,245516000000,117792000000,66090000000,12595000000,10600000000,None,129624000000,16228000000,51762000000,1158000000,50279000000,51762000000,41007000000,21148000000,114803000000,1837000000,68436000000,5000000,506000000,AMZN
67,2021-03-31,USD,323077000000,121408000000,33834000000,73270000000,23849000000,24289000000,149530000000,52161000000,None,15220000000,None,15220000000,102276000000,None,39436000000,299000000,25660000000,219757000000,115404000000,63926000000,12439000000,11018000000,None,106253000000,16930000000,33227000000,1156000000,31868000000,33227000000,40939000000,19418000000,103320000000,1837000000,60658000000,5000000,504000000,AMZN
68,2020-12-31,USD,321195000000,132733000000,42122000000,84396000000,23795000000,24542000000,148451000000,45014000000,None,19998000000,4981000000,15017000000,116207000000,None,42274000000,233000000,22778000000,227791000000,126385000000,72539000000,23208000000,11529000000,59000000,103306000000,18060000000,33174000000,1155000000,31816000000,33174000000,44138000000,17017000000,93404000000,1837000000,52551000000,5000000,503000000,AMZN
69,2020-09-30,USD,282179000000,112969000000,29930000000,68402000000,23735000000,20832000000,234143000000,99981000000,None,14960000000,None,14960000000,97030000000,None,38472000000,239000000,20150000000,199404000000,101912000000,58334000000,11151000000,10415000000,None,99392000000,17490000000,33288000000,155000000,32929000000,33288000000,34327000000,15974000000,82775000000,1837000000,45329000000,5000000,502000000,AMZN
70,2020-06-30,USD,258314000000,110908000000,37466000000,71391000000,19599000000,19918000000,208228000000,86517000000,None,14751000000,None,14751000000,96006000000,None,33925000000,354000000,17601000000,184586000000,93896000000,51036000000,8997000000,11215000000,None,90690000000,16729000000,34486000000,1154000000,33128000000,34486000000,33863000000,14764000000,73728000000,1837000000,38998000000,5000000,501000000,AMZN
71,2020-03-31,USD,221238000000,85985000000,27201000000,49292000000,18857000000,17836000000,193275000000,77779000000,None,14739000000,None,14739000000,63151000000,None,22091000000,282000000,16456000000,155966000000,79711000000,40056000000,10664000000,14414000000,None,78055000000,16495000000,24849000000,1311000000,23437000000,24849000000,30791000000,12518000000,65272000000,1837000000,33755000000,5000000,499000000,AMZN
72,2019-12-31,USD,225248000000,96334000000,36092000000,55021000000,20497000000,20816000000,190405000000,72705000000,46975000000,18803000000,4049000000,14754000000,64288000000,2169000000,18929000000,276000000,16314000000,163188000000,87812000000,47183000000,20390000000,14330000000,1307000000,77376000000,17095000000,24820000000,1305000000,23414000000,24820000000,32439000000,12171000000,62060000000,1837000000,31220000000,5000000,498000000,AMZN
