,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Ticker
2027,2019-04-28,USD,14021000000,10629000000,2772000000,7802000000,1426000000,1242000000,2746000000,1473000000,None,672000000,54000000,618000000,12721000000,None,5030000000,110000000,None,4317000000,1183000000,368000000,134000000,None,0,1205000000,566000000,1988000000,80000000,None,1988000000,543000000,660000000,9704000000,9474000000,12862000000,1000000,607000000,NVDA
2028,2019-01-27,USD,13292000000,10557000000,782000000,7422000000,1575000000,1424000000,2735000000,1404000000,767000000,663000000,45000000,618000000,13964000000,None,6640000000,108000000,108000000,3950000000,1329000000,511000000,138000000,None,0,1233000000,None,1988000000,None,None,1988000000,635000000,633000000,9342000000,9263000000,12565000000,1000000,606000000,NVDA
2029,2018-10-28,USD,13657000000,11386000000,721000000,7591000000,1417000000,2219000000,1959000000,1292000000,None,667000000,49000000,618000000,6870000000,None,6870000000,312000000,None,4182000000,1608000000,902000000,40000000,None,0,1132000000,None,1987000000,3000000,None,1987000000,583000000,587000000,9475000000,8489000000,12096000000,1000000,609000000,NVDA
2030,2018-07-29,USD,12882000000,10831000000,718000000,7943000000,1090000000,1662000000,1831000000,1162000000,None,669000000,51000000,618000000,7225000000,None,7225000000,220000000,None,4087000000,1462000000,800000000,27000000,None,0,1241000000,None,1987000000,14000000,None,1987000000,532000000,638000000,8795000000,7821000000,10957000000,1000000,607000000,NVDA
2031,2018-04-29,USD,11460000000,9448000000,765000000,7300000000,797000000,1220000000,1739000000,1066000000,None,673000000,55000000,618000000,6535000000,None,6535000000,273000000,None,3743000000,1106000000,623000000,74000000,None,14000000,1287000000,None,1986000000,14000000,None,1986000000,375000000,651000000,7717000000,7755000000,9948000000,1000000,606000000,NVDA
2032,2022-12-31,TWD,4964778878000,2052896744000,1342814083000,1342814083000,221149148000,None,2911882134000,2735751106000,None,20207334000,20207334000,5791821000,None,68930000000,243686042000,13838651000,None,2004290011000,944226817000,None,None,None,19313889000,1060063194000,29764097000,839096486000,19313889000,None,888174472000,535731793000,180850137000,2945653195000,None,2637524688000,259303805000,5185800000,TSM
2033,2022-09-30,TWD,4643301766000,2014232358000,1296012784000,1296012784000,218335874000,None,2629069408000,2453839994000,None,20771747000,20771747000,5934805000,None,75795898000,222922889000,15346360000,None,1890985607000,807431287000,None,None,None,0,1083554320000,30182353000,845441649000,None,None,875624002000,511498189000,197960667000,2737974306000,None,2066562035000,259303805000,5185833000,TSM
2034,2022-06-30,TWD,4345941335000,1905866396000,1253189197000,1253189197000,217438091000,None,2440074939000,2282612319000,None,21551737000,21551737000,5657256000,None,64440492000,197051641000,13600172000,None,1835479210000,845240981000,None,None,None,115584794000,990238229000,22510412000,757208596000,115584794000,None,895303802000,449078371000,201065286000,2496353192000,None,1844911241000,259303805000,5185833400,TSM
2035,2022-03-31,TWD,3992676667000,1722237632000,1151589646000,1151589646000,200118682000,None,2270439035000,2104331000000,None,20115420000,20115420000,5504631000,None,45736843000,145664807000,11378431000,None,1671207913000,822867707000,None,None,None,144550897000,848340206000,21065933000,629650000000,144550897000,None,798354765000,419054983000,184103733000,2314430096000,-872000000,2038261537000,259317675000,5186076091,TSM
2036,2021-12-31,TWD,3725302200000,1607072900000,1064990200000,1064990200000,193102300000,None,2118229300000,2089046000000,None,21442500000,21442500000,5379200000,None,29384000000,139923500000,10694000000,None,1573619700000,758352800000,None,None,None,119488000000,815266900000,20764200000,610071000000,119488000000,None,753631900000,445837000000,205196000000,2149259800000,None,1887802900000,259303800000,5186076091,TSM
2037,2021-09-30,TWD,3332311884000,1370639169000,853811966000,853811966000,182233752000,None,1961672715000,1861855662000,None,20238950000,20238950000,5404964000,None,27730551000,135977646000,11374491000,None,1253991574000,655621450000,None,None,None,118844065000,598370124000,21052983000,459733000000,118844065000,None,603102686000,333062026000,99886871000,2076020062000,None,1811273605000,259303805000,5186076000,TSM
2038,2021-06-30,TWD,3092688800000,1241104000000,747982100000,747982100000,170438700000,None,1851584800000,1755298405000,None,21126700000,21126700000,5408400000,None,29063472000,135302900000,7408700000,None,1110653900000,659558300000,None,None,None,139380900000,451095600000,21030441000,410465000000,139380910000,None,574047500000,321473500000,2608325000,1979870900000,None,1714407300000,259303800000,5186076000,TSM
2039,2021-03-31,TWD,2760600500000,1092185300000,660170600000,660170600000,137353400000,None,1668415200000,1690833602000,None,20331500000,20331500000,5436600000,None,29130450000,141982000000,6590300000,None,924836700000,631898400000,None,None,None,91159000000,292938300000,21074764000,276838000000,137123748000,None,367792300000,275290400000,2409411000,1834811300000,None,1573840100000,259303800000,5186076091,TSM
2040,2020-12-31,TWD,2760711405000,1092185308000,660170647000,660170647000,137353407000,None,1668526097000,1583317502000,None,20331577000,20331577000,5436602000,None,27728208000,141981968000,8984978000,None,910089406000,617151048000,None,None,None,91159000000,292938358000,20560649000,254105000000,88559026000,None,347231695000,388514557000,2395400000,1849657256000,None,1588686081000,259303805000,5186076000,TSM
2041,2020-09-30,TWD,2635572214000,1029673918000,604195113000,604195113000,109509486000,None,1605898296000,1525262200000,None,20785726000,20785726000,5553787000,None,26514639000,147872514000,5477935000,None,847305839000,588241723000,None,None,None,155377630000,259064116000,19180809000,228027883000,155377630000,None,402586322000,259612619000,2280460000,1787361029000,None,1513976388000,259303805000,5186076000,TSM
2042,2020-06-30,TWD,2448664522000,860031580000,467613443000,467613443000,85788094000,None,1588632942000,1514597844000,None,21778129000,21778129000,5617471000,None,22916825000,147838889000,6610338000,None,727451140000,614795728000,None,None,None,188840348000,112655412000,19164873000,82439681000,188840348000,None,290444902000,257095263000,2143738000,1720377981000,None,1441491990000,259303805000,5186076000,TSM
2043,2020-03-31,TWD,2264725000000,822613900000,455399300000,455399300000,82981200000,None,1442111100000,1459935933000,0,14959600000,14959600000,5693400000,None,31033217000,139064400000,5346700000,None,650337700000,598363800000,None,None,None,150322300000,51973900000,19490665000,46475148000,155103242000,None,190464100000,228365400000,1922467000,1613705600000,0,1325630400000,259303800000,5186076091,TSM
2044,2019-12-31,TWD,2264725000000,822613900000,455399300000,455399300000,82981200000,None,1442111100000,1369609807000,0,14959600000,14959600000,5693400000,None,30092000000,139064400000,5346700000,None,650337700000,598363800000,None,None,None,150322300000,51973900000,15041800000,25100000000,150322300000,None,190464100000,268459700000,2128300000,1613705600000,0,1325630400000,259303800000,5186076091,TSM
2045,2019-09-30,TWD,2134234450000,849427436000,452430300000,452430300000,96685730000,None,1284807014000,1215462124000,0,12259114000,12259114000,5834459000,None,30134572000,150170187000,4663001000,None,546737449000,494781125000,None,None,None,85573710000,51956324000,15031539000,25100000000,85573710000,None,125705249000,247240002000,2081256000,1586856066000,0,1281906438000,259303805000,5186076000,TSM
2046,2019-06-30,TWD,2239343671000,1010179338000,649697262000,649697262000,108231879000,None,1229164333000,1160913492000,0,11662433000,11662433000,5838397000,None,29315314000,129851519000,4726216000,None,684922144000,622256378000,None,None,None,78261120000,62665766000,15405489000,35300000000,78261120000,None,128966609000,419095156000,2201551000,1553814579000,0,1245575785000,259303805000,5186076000,TSM
2047,2019-03-31,TWD,2090031200000,951679700000,577814600000,577814600000,103231000000,None,1138351500000,40695.51,0,11206600000,11206600000,5795500000,None,30038613000,135941400000,5429900000,None,428926100000,356837100000,None,None,None,123654700000,72089000000,16907533000,35300000000,76592550000,None,180554700000,101786200000,2029105000,1660428800000,0,1360258900000,259303800000,5186076091,TSM
2048,2018-12-31,TWD,2090031200000,951679700000,577814600000,577814600000,103231000000,None,1138351500000,40099.07,0,11206600000,11206600000,5795500000,None,1092.50,135941400000,5429900000,None,428926100000,356837100000,None,None,None,123654700000,72089000000,0,2128.29,1311.16,None,180554700000,157067800000,0,1660428800000,0,1360258900000,259303800000,5186076091,TSM
2049,2018-09-30,TWD,1969888788000,859223705000,488732121000,488732121000,105336576000,None,1110665083000,34315720340.37,0,8225606000,8225606000,5763578000,None,975380985.11,130341925000,5208720000,None,394058787000,321630202000,None,None,None,73974625000,72428585000,0,1862215676.65,1142202585.50,None,130874625000,121174074000,0,1575171914000,0,1277737659000,259303805000,5186076000,TSM
2050,2018-06-30,TWD,2053412954000,959042679000,632229880000,632229880000,99032077000,None,1094370275000,33861024472.49,None,8025238000,8025238000,5766973000,None,944042495.38,130053184000,6345697000,None,562777669000,462997164000,None,None,None,30835300000,99780505000,None,2730442469.18,520592709,None,114235300000,334058111000,None,1490001542000,0,1189470511000,259303805000,5186076000,TSM
2051,2018-03-31,TWD,1991732000000,857203100000,553391700000,553391700000,73880700000,None,1134528900000,36266880000,None,8526500000,8526500000,5648700000,None,34376662000,103185500000,4256800000,None,497285500000,386890200000,None,None,None,63766800000,110395300000,None,2865979000,49431551000,None,155566800000,177324000000,None,1493746800000,None,1205051300000,259303800000,5186076000,TSM
2052,2017-12-31,TWD,1991732000000,857203100000,553391700000,553391700000,73880700000,None,1134528900000,35848256000,None,8526500000,8526500000,5648700000,None,41439400000,103185500000,4256800000,None,497285500000,386890200000,None,None,None,63766800000,110395300000,None,3097166000,58401100000,None,155566800000,238986800000,None,1493746800000,None,1205051300000,259303800000,5186076000,TSM
2053,2022-12-31,USD,50014000000,21098000000,4808000000,11529000000,6932000000,None,28916000000,5215000000,None,12362000000,1796000000,10566000000,6721000000,None,6721000000,1247000000,8048000000,31204000000,10081000000,2562000000,394000000,1446000000,1446000000,17119000000,None,15431000000,1446000000,15431000000,16877000000,3678000000,5587000000,18810000000,None,18517000000,None,1119000000,QCOM
2054,2022-09-30,USD,49014000000,20724000000,2773000000,9827000000,6341000000,4208000000,31915000000,5168000000,6602000000,12390000000,1882000000,10508000000,8348000000,1294000000,7054000000,1625000000,7729000000,31001000000,11866000000,3796000000,513000000,1945000000,1446000000,17945000000,None,13537000000,1446000000,13537000000,14983000000,3689000000,5454000000,18013000000,None,17840000000,195000000,1121000000,QCOM
2055,2022-06-30,USD,47020000000,18999000000,2676000000,10774000000,5418000000,None,28021000000,5038000000,None,12673000000,1954000000,10719000000,8098000000,None,8098000000,1979000000,7616000000,30972000000,11829000000,3752000000,643000000,1945000000,1445000000,15388000000,None,13600000000,1445000000,13600000000,15045000000,3414000000,5363000000,16048000000,None,15830000000,None,1122000000,QCOM
2056,2022-03-31,USD,44302000000,21610000000,7173000000,15515000000,4555000000,None,22692000000,4893000000,None,8519000000,1258000000,7261000000,8342000000,None,8342000000,1425000000,7735000000,30974000000,13432000000,3724000000,762000000,3485000000,500000000,1707000000,None,12195000000,2985000000,15500000000,12695000000,4565000000,5119000000,13328000000,None,13113000000,None,1122000000,QCOM
2057,2021-12-31,USD,42820000000,20222000000,6607000000,15313000000,3861000000,None,22598000000,4723000000,None,8637000000,1373000000,7264000000,8706000000,None,8706000000,1019000000,7784000000,31487000000,12273000000,3526000000,861000000,2042000000,2042000000,1944000000,None,13708000000,2042000000,16900000000,13708000000,4661000000,5249000000,11333000000,None,11275000000,None,1125000000,QCOM
2058,2021-09-30,USD,41240000000,20075000000,7116000000,17030000000,3228000000,2225000000,24843000000,4559000000,5895000000,8704000000,1458000000,7246000000,11179000000,1265000000,9914000000,854000000,6311000000,31290000000,11951000000,2750000000,976000000,2044000000,1544000000,18106000000,None,13701000000,1544000000,13701000000,15245000000,5014000000,5274000000,9950000000,None,9822000000,None,1125000000,QCOM
2059,2021-06-30,USD,38769000000,19693000000,7399000000,12907000000,3133000000,None,19076000000,4424000000,None,8771000000,1542000000,7229000000,10713000000,0,5508000000,701000000,4431000000,30592000000,11460000000,2709000000,1093000000,2045000000,500000000,2189000000,None,13695000000,1545000000,17000000000,14195000000,4585000000,3248000000,8177000000,None,7993000000,None,1128000000,QCOM
2060,2021-03-31,USD,37168000000,18299000000,6000000000,11526000000,2668000000,None,18939000000,4186000000,None,8882000000,1662000000,7220000000,10786000000,35000000,5526000000,759000000,4476000000,29744000000,9070000000,2548000000,1149000000,500000000,500000000,2278000000,None,15235000000,500000000,16600000000,15235000000,4442000000,4876000000,7424000000,None,7143000000,None,1129000000,QCOM
2061,2020-12-31,USD,37479000000,19792000000,7076000000,12298000000,2552000000,None,17757000000,4033000000,None,7899000000,1541000000,6358000000,10089000000,35000000,5222000000,794000000,4436000000,30099000000,9223000000,2429000000,1184000000,500000000,500000000,2499000000,None,15231000000,500000000,17700000000,15231000000,4605000000,5001000000,7380000000,None,6974000000,113000000,1136000000,QCOM
2062,2020-09-30,USD,35594000000,18519000000,6707000000,11214000000,2598000000,2698000000,20187000000,3711000000,5134000000,7976000000,1653000000,6323000000,9684000000,1017000000,4507000000,704000000,4037000000,29517000000,8672000000,2248000000,1329000000,500000000,500000000,19459000000,None,15226000000,0,15226000000,15226000000,4303000000,4858000000,6077000000,None,5284000000,586000000,1131000000,QCOM
2063,2020-06-30,USD,32328000000,15558000000,6120000000,10600000000,2343000000,940000000,18259000000,3487000000,None,8048000000,1749000000,6299000000,9606000000,997000000,4480000000,768000000,3890000000,29022000000,7914000000,2046000000,1414000000,500000000,500000000,18535000000,None,15425000000,0,15425000000,15425000000,3798000000,4819000000,3306000000,None,3081000000,113000000,1128000000,QCOM
2064,2020-03-31,USD,31938000000,15313000000,8403000000,9946000000,1700000000,None,18102000000,3358000000,None,8183000000,1889000000,6294000000,3849000000,969000000,1543000000,586000000,3835000000,28893000000,9774000000,2061000000,1497000000,2499000000,499000000,3236000000,None,13449000000,132000000,16700000000,13948000000,3986000000,4702000000,3045000000,None,2990000000,None,1127000000,QCOM
2065,2019-12-31,USD,33111000000,16205000000,11109000000,11423000000,1420000000,None,16131000000,3171000000,None,8342000000,2045000000,6297000000,314000000,None,314000000,625000000,4139000000,28598000000,9194000000,1718000000,1572000000,2498000000,499000000,3508000000,None,13437000000,136000000,16600000000,13936000000,3528000000,4906000000,4513000000,None,4376000000,None,1143000000,QCOM
2066,2019-09-30,USD,32957000000,16765000000,11839000000,12260000000,1400000000,1060000000,18619000000,3081000000,4567000000,8454000000,2172000000,6282000000,1551000000,1130000000,421000000,634000000,3461000000,28048000000,8935000000,1368000000,1725000000,2496000000,1997000000,18085000000,None,13437000000,1997000000,13437000000,15434000000,3458000000,4516000000,4909000000,None,4466000000,343000000,1145000000,QCOM
2067,2019-06-30,USD,34133000000,19204000000,13923000000,14358000000,1774000000,1058000000,16130000000,3037000000,None,8658000000,2350000000,6308000000,1655000000,1166000000,435000000,682000000,2062000000,28670000000,10853000000,1587000000,None,3000000000,998000000,16566000000,None,15428000000,2002000000,13426000000,16426000000,4725000000,1026000000,5463000000,None,4687000000,581000000,1218000000,QCOM
2068,2019-03-31,USD,34023000000,16324000000,10135000000,10330000000,1725000000,2442000000,18903000000,2945000000,None,8809000000,2510000000,6299000000,1450000000,1169000000,195000000,631000000,2113000000,30157000000,10517000000,1667000000,None,998000000,998000000,18310000000,None,15405000000,0,15405000000,16403000000,6741000000,1056000000,3866000000,None,3309000000,384000000,1214000000,QCOM
2069,2018-12-31,USD,34246000000,16294000000,10066000000,10315000000,1698000000,2354000000,19116000000,2932000000,None,9041000000,2746000000,6295000000,1521000000,1129000000,249000000,855000000,2056000000,30629000000,10556000000,1422000000,None,998000000,998000000,3265000000,None,15388000000,0,14800000000,15388000000,6831000000,1091000000,3617000000,None,3415000000,None,1210000000,QCOM
2070,2018-09-30,USD,32718000000,17384000000,11777000000,12088000000,1693000000,2848000000,16389000000,2975000000,4486000000,9453000000,2955000000,6498000000,1577000000,1087000000,311000000,699000000,None,31911000000,11389000000,1825000000,None,1005000000,1005000000,3828000000,None,15365000000,0,15365000000,15365000000,7453000000,1225000000,807000000,None,663000000,None,1219000000,QCOM
2071,2018-06-30,USD,62090000000,44318000000,35619000000,35910000000,1785000000,None,17807000000,3073000000,None,9804000000,3174000000,6630000000,574000000,35000000,291000000,3460000000,4016000000,39022000000,16212000000,1644000000,None,7103000000,3913000000,5724000000,None,15378000000,3913000000,18900000000,19291000000,5579000000,3065000000,23068000000,None,22745000000,None,1469000000,QCOM
2072,2018-03-31,USD,64126000000,45544000000,37946000000,39571000000,1797000000,None,18617000000,3224000000,None,10111000000,3435000000,6676000000,1658000000,35000000,1625000000,641000000,4086000000,40307000000,12660000000,1454000000,2305000000,3733000000,1499000000,8286000000,None,19361000000,1499000000,20500000000,20860000000,5709000000,3206000000,23819000000,None,22779000000,495000000,1482000000,QCOM
2073,2022-12-31,USD,182103000000,50407000000,11144000000,17194000000,13224000000,4271000000,129731000000,80860000000,93386000000,33609000000,6018000000,27591000000,32335000000,10000000000,17194000000,4667000000,11315000000,80680000000,32155000000,9595000000,None,4367000000,3900000000,46662000000,None,38107000000,423000000,37684000000,42007000000,11858000000,4980000000,101423000000,None,70405000000,31580000000,4137000000,INTC
2074,2022-09-30,USD,174841000000,49263000000,4529000000,4529000000,12831000000,None,125578000000,167180000000,91417000000,33859000000,6268000000,27591000000,None,5822000000,18030000000,6348000000,10134000000,74956000000,27813000000,7133000000,None,2283000000,2283000000,47143000000,None,37240000000,2283000000,37240000000,39523000000,14976000000,5760000000,99885000000,None,71024000000,30912000000,4127000000,INTC
2075,2022-06-30,USD,170418000000,50588000000,4390000000,4390000000,12174000000,None,119830000000,160823000000,89163000000,34014000000,6427000000,27587000000,None,5929000000,22654000000,5275000000,8227000000,69200000000,27218000000,7945000000,None,2882000000,2882000000,41982000000,None,32548000000,2882000000,32548000000,35430000000,13661000000,5178000000,101218000000,None,72985000000,29858000000,4106000000,INTC
2076,2022-03-31,USD,176356000000,62568000000,6215000000,6215000000,11935000000,None,113788000000,153814000000,87096000000,33824000000,6813000000,27011000000,None,6036000000,32481000000,4627000000,7210000000,73220000000,29322000000,7210000000,None,4459000000,4459000000,43898000000,None,32788000000,4459000000,32788000000,37247000000,14922000000,5191000000,103136000000,None,74894000000,29244000000,4089000000,INTC
2077,2021-12-31,USD,168406000000,58558000000,4827000000,2103000000,10776000000,9480000000,105280000000,63245000000,85294000000,34233000000,7270000000,26963000000,34195000000,856000000,2103000000,2130000000,6072000000,73015000000,27462000000,5747000000,683000000,4591000000,0,45553000000,None,38101000000,4591000000,33510000000,38101000000,11513000000,5071000000,95391000000,None,68265000000,28006000000,4070000000,INTC
2078,2021-09-30,USD,167962000000,61304000000,7870000000,11874000000,9798000000,8400000000,100624000000,59733000000,83424000000,34470000000,7684000000,26786000000,40917000000,969000000,4004000000,2073000000,5452000000,77875000000,29572000000,6792000000,413000000,4694000000,4694000000,48303000000,None,40304000000,4700000000,35610000000,40304000000,14060000000,5389000000,90087000000,None,63642000000,27592000000,4067000000,INTC
2079,2021-06-30,USD,154597000000,49372000000,4746000000,7760000000,8817000000,7460000000,99587000000,58166000000,81558000000,34786000000,8018000000,26768000000,27024000000,1279000000,3014000000,2421000000,5356000000,69390000000,24836000000,5917000000,417000000,3695000000,3695000000,44554000000,None,31714000000,3695000000,31714000000,35409000000,12048000000,5329000000,85207000000,None,59647000000,26655000000,4057000000,INTC
2080,2021-03-31,USD,150622000000,45773000000,5192000000,7609000000,8487000000,7208000000,99462000000,57330000000,79778000000,35379000000,8408000000,26971000000,24918000000,1426000000,2417000000,2124000000,5327000000,70815000000,24151000000,5434000000,486000000,2647000000,2647000000,46664000000,None,33237000000,2647000000,33237000000,35884000000,13313000000,5322000000,79807000000,None,54638000000,26272000000,4038000000,INTC
2081,2020-12-31,USD,153091000000,47249000000,5865000000,2292000000,8427000000,6913000000,103760000000,56584000000,77645000000,35997000000,9026000000,26971000000,27772000000,2210000000,2292000000,2745000000,5917000000,72018000000,24754000000,5581000000,3242000000,2504000000,2504000000,43456000000,None,36401000000,2500000000,33897000000,36401000000,12670000000,3614000000,81073000000,None,56233000000,25556000000,4062000000,INTC
2082,2020-09-30,USD,145261000000,36785000000,3356000000,6343000000,9273000000,7140000000,104806000000,59205000000,80084000000,36836000000,9881000000,26955000000,21632000000,2729000000,2987000000,2119000000,6036000000,70707000000,22112000000,5159000000,3359000000,504000000,504000000,48595000000,None,36563000000,504000000,36059000000,36563000000,13252000000,3349000000,74554000000,None,52159000000,23335000000,4098000000,INTC
2083,2020-06-30,USD,152539000000,44390000000,8736000000,13527000000,8969000000,7441000000,104266000000,58036000000,77988000000,37246000000,10303000000,26943000000,29272000000,2902000000,4791000000,2165000000,6082000000,70529000000,22481000000,5045000000,3252000000,2254000000,2254000000,48048000000,None,38347000000,2300000000,36093000000,38347000000,12349000000,3108000000,82010000000,None,57646000000,25516000000,4253000000,INTC
2084,2020-03-31,USD,147710000000,41501000000,11380000000,12676000000,9246000000,8455000000,102357000000,56770000000,75686000000,36705000000,10429000000,26276000000,24433000000,2971000000,1296000000,2997000000,5911000000,71356000000,23895000000,4638000000,3342000000,3464000000,3464000000,47461000000,None,39919000000,3500000000,36455000000,39919000000,13435000000,2975000000,76354000000,None,52644000000,25251000000,4234000000,INTC
2085,2019-12-31,USD,136524000000,31239000000,4194000000,1082000000,8744000000,7735000000,103550000000,55386000000,73321000000,37103000000,10827000000,26276000000,15851000000,3313000000,1082000000,1713000000,5553000000,59020000000,22310000000,4128000000,3409000000,3693000000,3693000000,34511000000,None,29003000000,3700000000,25308000000,29003000000,10636000000,2916000000,77504000000,None,53523000000,25261000000,4290000000,INTC
2086,2019-09-30,USD,133768000000,29957000000,3935000000,5784000000,8638000000,6880000000,100172000000,53563000000,71183000000,35746000000,11019000000,24727000000,16239000000,4608000000,1849000000,2414000000,6255000000,59526000000,25064000000,4809000000,3506000000,5200000000,5200000000,32600000000,None,23707000000,5200000000,23707000000,28907000000,11835000000,2506000000,74242000000,None,49674000000,25290000000,4350000000,INTC
2087,2019-06-30,USD,130759000000,29239000000,2867000000,5281000000,8696000000,6233000000,98189000000,51377000000,69227000000,35832000000,11249000000,24583000000,16256000000,4875000000,2414000000,2366000000,6105000000,55812000000,19705000000,4682000000,None,3726000000,3726000000,34077000000,None,25089000000,3726000000,25089000000,28815000000,8743000000,2583000000,74947000000,None,50429000000,25140000000,4430000000,INTC
2088,2019-03-31,USD,129458000000,29060000000,3154000000,5852000000,7765000000,6957000000,96713000000,50040000000,67438000000,35978000000,11457000000,24521000000,15999000000,5034000000,2698000000,2305000000,5661000000,55797000000,18911000000,4059000000,None,2750000000,2750000000,35090000000,None,25737000000,2750000000,25737000000,28487000000,10118000000,2797000000,73661000000,None,49128000000,25346000000,4477000000,INTC
2089,2018-12-31,USD,127963000000,28787000000,3019000000,5807000000,7253000000,6884000000,96744000000,48976000000,65342000000,36349000000,11836000000,24513000000,16370000000,5012000000,2788000000,3162000000,4421000000,53400000000,16626000000,3824000000,4758000000,1261000000,500000000,36355000000,None,25859000000,761000000,25098000000,26359000000,7919000000,2646000000,74563000000,None,50172000000,25365000000,4516000000,INTC
2090,2018-09-30,USD,128242000000,29590000000,3407000000,6048000000,7401000000,5457000000,94662000000,47071000000,63684000000,36513000000,12007000000,24506000000,19182000000,5196000000,2641000000,3546000000,3955000000,56759000000,19574000000,3593000000,None,3051000000,3051000000,35185000000,None,24823000000,None,24823000000,27874000000,9835000000,3263000000,71483000000,None,47094000000,25492000000,4564000000,INTC
2091,2018-06-30,USD,125972000000,27603000000,2614000000,12225000000,7344000000,4636000000,98666000000,45914000000,62071000000,36449000000,12098000000,24351000000,9522000000,7884000000,9611000000,3398000000,3690000000,55925000000,17571000000,4143000000,0,3510000000,3510000000,35307000000,None,24632000000,28142000000,24632000000,28142000000,7317000000,3391000000,70047000000,None,45666000000,25470000000,4611000000,INTC
2092,2018-03-31,USD,128596000000,31630000000,3554000000,16197000000,7146000000,4879000000,97614000000,43735000000,60665000000,36701000000,12355000000,24346000000,9898000000,8240000000,12643000000,3408000000,3614000000,58431000000,19961000000,4415000000,0,3842000000,3842000000,35190000000,None,24770000000,28612000000,24770000000,28612000000,9586000000,3082000000,70165000000,None,44418000000,26430000000,4660000000,INTC
2093,2022-12-31,EUR,36300400000,23064900000,7268300000,7268300000,7199700000,None,13235500000,None,None,842400000,842400000,4555600000,None,923600000,107700000,1643400000,None,27489600000,17983600000,None,None,None,None,9506000000,None,3514200000,746200000,None,3514200000,17983600000,275900000,8810800000,None,9046700000,None,395200000,ASML
2094,2022-09-30,EUR,32803500000,19726400000,3152800000,3152800000,6884000000,None,13077100000,3768600000,None,870100000,870100000,4555600000,None,998700000,210000000,1657500000,None,24848400000,15668600000,None,None,None,None,9179800000,None,3503100000,None,None,3503100000,15668600000,None,7955100000,None,None,7955100000,396600000,ASML
2095,2022-06-30,EUR,31912600000,19835300000,4096500000,4096500000,6367100000,None,12077300000,3546100000,None,896100000,896100000,4555600000,None,961400000,305400000,1528100000,None,24264000000,14637000000,None,None,None,None,9627000000,None,4385300000,None,None,4385300000,14637000000,None,7648600000,None,None,7648600000,398600000,ASML
2096,2022-03-31,EUR,30231800000,18208800000,4324100000,4324100000,6073500000,None,12023000000,3336400000,None,923400000,923400000,4555600000,None,940000000,398500000,1468200000,None,21421400000,13612800000,None,None,None,None,7808600000,None,3951700000,None,None,3951700000,13612800000,None,8810400000,None,None,8810400000,401500000,ASML
2097,2021-12-31,EUR,30231000000,18190200000,6951800000,6951800000,5179200000,None,12040800000,3147500000,None,952100000,952100000,4555600000,None,892500000,638500000,863800000,None,20090400000,12298000000,None,None,None,509100000,7792400000,None,4075000000,509100000,None,4584100000,1435500000,None,10140600000,None,8317300000,36500000,405000000,ASML
2098,2021-09-30,EUR,27298000000,15678300000,4318700000,4318700000,4944200000,None,11619700000,2891200000,None,963800000,963800000,4555600000,None,963200000,137000000,1147700000,None,15795600000,9162600000,None,None,None,None,6633000000,None,4105800000,None,None,4105800000,9162600000,None,11502400000,None,None,11502400000,408600000,ASML
2099,2021-06-30,EUR,27815500000,16739200000,5186600000,5186600000,5086300000,None,11076300000,2935100000,None,987700000,987700000,4555500000,None,864900000,186700000,1073100000,None,15722200000,8754100000,None,None,None,None,6968100000,None,4619900000,None,None,4619900000,8754100000,None,12093300000,None,None,12093300000,412000000,ASML
2100,2021-03-31,EUR,27218700000,15859600000,3243800000,3243800000,4748100000,None,11359100000,2866100000,None,1014200000,1014200000,4555500000,None,842500000,1411600000,1081200000,None,13589800000,6876300000,None,None,None,None,6713500000,None,4634200000,None,None,4634200000,6876300000,None,13628900000,None,None,13628900000,415800000,ASML
2101,2020-12-31,EUR,27267400000,15930000000,6049400000,6049400000,4569400000,None,11337400000,2815200000,None,1048900000,1048900000,4629100000,None,820700000,1302200000,676100000,None,13402000000,6603500000,None,None,None,15400000,6798500000,None,4662800000,15400000,None,4678200000,1146000000,None,13865400000,None,10731500000,37600000,418400000,ASML
2102,2020-09-30,EUR,25463400000,14550800000,3531500000,3531500000,4613700000,None,10912600000,2496300000,None,1035400000,1035400000,4541100000,None,918000000,876300000,772700000,None,11720900000,4990900000,None,None,None,None,6730000000,None,4626700000,None,None,4626700000,4990900000,None,13742500000,None,None,13742500000,419200000,ASML
2103,2020-06-30,EUR,24306100000,13492600000,3499100000,3499100000,4685600000,None,10813500000,2463500000,None,1058300000,1058300000,4541100000,None,891600000,941200000,903500000,None,11606300000,4631300000,None,None,None,None,6975000000,None,4625000000,None,None,4625000000,4631300000,None,12699800000,None,None,12699800000,419000000,ASML
