,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Ticker
554,2018-03-31,USD,3221000000,9957000000,6736000000,6736000000,3002500000,0,0,6954500000,None,None,None,48500000,None,None,None,None,3366000000,1116500000,None,2249500000,None,3002500000,None,2190000000,RIO
555,2017-12-31,USD,9857000000,20711000000,12782000000,12782000000,8012000000,15000000,58000000,20924000000,None,None,13000000,384000000,None,None,None,None,7860000000,2296000000,None,6069000000,None,8750500000,None,5457000000,RIO
556,2017-09-30,USD,6523500000,8963500000,-3901500000,-3901500000,-3294500000,0,0,14219500000,None,None,None,640000000,None,None,None,None,-1026000000,-521000000,None,4425500000,None,5795500000,None,-576500000,RIO
557,2022-12-31,USD,668000000,3174700000,2506700000,2272300000,652000000,234400000,24400000,256500000,None,-41200000,68800000,41200000,None,-600000,None,321500000,708600000,136400000,41200000,572200000,1140000000,749800000,1071300000,572200000,APD
558,2022-09-30,USD,-73700000,3570000000,73700000,2621200000,626500000,223900000,31100000,73700000,None,-32500000,79100000,32500000,None,20200000,None,332800000,713700000,130600000,32500000,570500000,-152400000,746200000,1079000000,583100000,APD
559,2022-06-30,USD,630300000,3189300000,2559000000,2342100000,627400000,216900000,24800000,241700000,None,-32700000,83400000,32700000,None,10500000,None,337200000,716300000,134200000,32700000,582100000,37100000,749000000,1086200000,582100000,APD
560,2022-03-31,USD,566500000,2945100000,2378600000,2151600000,561900000,227000000,23700000,250700000,None,-32300000,88500000,32300000,None,9100000,None,335900000,653200000,122700000,32300000,530500000,477200000,685500000,1021400000,530500000,APD
561,2021-12-31,USD,537800000,2994200000,2456400000,2223600000,523000000,232800000,23300000,255300000,None,-30500000,117300000,30500000,None,22600000,None,332300000,673700000,113300000,30500000,560400000,624000000,704200000,1036500000,560400000,APD
562,2021-09-30,USD,566400000,2841100000,2274700000,2006300000,616700000,202100000,25700000,288300000,None,-33400000,58400000,33400000,None,17200000,None,332600000,735700000,125300000,33400000,558600000,776400000,769100000,1101700000,610400000,APD
563,2021-06-30,USD,589500000,2604700000,2015200000,1801900000,577100000,213300000,23200000,236500000,None,-35600000,27600000,35600000,None,21100000,None,335700000,635300000,101700000,35600000,525400000,676100000,670900000,1006600000,533600000,APD
564,2021-03-31,USD,546200000,2502000000,1955800000,1745500000,548500000,210300000,21100000,231400000,None,-36100000,33700000,36100000,None,16800000,None,329300000,595000000,121900000,36100000,473100000,362000000,631100000,960400000,473100000,APD
565,2020-12-31,USD,540100000,2375200000,1835100000,1632400000,539100000,202700000,23500000,226100000,None,-36700000,32600000,36700000,None,18600000,None,323700000,595900000,113900000,36700000,471700000,908800000,632600000,956300000,482000000,APD
566,2020-09-30,USD,753600000,2320100000,1566500000,1566500000,560200000,195600000,27100000,283800000,None,-39200000,28000000,39200000,0,6400000,None,310500000,586700000,99900000,39200000,486800000,699800000,625900000,936400000,486800000,APD
567,2020-06-30,USD,720300000,2065200000,1344900000,1344900000,539200000,176900000,19900000,196800000,None,-32100000,19100000,32100000,0,8100000,None,290600000,555800000,109300000,32100000,446500000,571600000,587900000,878500000,446500000,APD
568,2020-03-31,USD,756200000,2216300000,1460100000,1460100000,577200000,201700000,19200000,187100000,None,-19300000,70100000,19300000,33800000,7100000,None,294700000,626300000,148500000,19300000,492100000,88200000,645600000,940300000,477800000,APD
569,2019-12-31,USD,768100000,2254700000,1486600000,1486600000,561000000,201700000,17700000,218300000,None,-18700000,39700000,18700000,0,9100000,None,289200000,596300000,120700000,18700000,475600000,762600000,615000000,904200000,475600000,APD
570,2019-09-30,USD,792400000,2283200000,1490800000,1490800000,603200000,181900000,22900000,307900000,None,-30100000,29800000,30100000,None,16900000,None,293600000,634400000,131200000,30100000,503200000,-91000000,664500000,958100000,503200000,APD
571,2019-06-30,USD,758000000,2224000000,1466000000,1466000000,569700000,188500000,18100000,206600000,None,-34200000,22200000,34200000,None,17600000,None,269100000,597300000,109300000,34200000,488000000,451400000,631500000,900600000,488000000,APD
572,2019-03-31,USD,713000000,2187700000,1474700000,1474700000,516500000,190000000,16900000,206900000,None,-35400000,None,35400000,None,13700000,None,262100000,528800000,107500000,35400000,421300000,487700000,564200000,826300000,421300000,APD
573,2018-12-31,USD,651000000,2224000000,1573000000,1544000000,455000000,189600000,15000000,203900000,None,-37300000,None,37300000,None,18500000,None,258000000,479600000,132100000,37300000,347500000,278200000,516900000,774900000,347500000,APD
574,2018-09-30,USD,733100000,2298900000,1565800000,1565800000,533700000,186000000,20400000,43700000,None,-35400000,None,35400000,None,-28600000,None,257200000,522100000,69200000,35400000,452900000,588800000,557500000,814700000,452900000,APD
575,2018-06-30,USD,713600000,2259000000,1545400000,1545400000,515800000,188600000,15000000,203600000,None,-34900000,None,34900000,None,12800000,None,245600000,581000000,107100000,34900000,430700000,131400000,615900000,861500000,473900000,APD
576,2018-03-31,USD,649200000,2155700000,1506500000,1506500000,455400000,194600000,14500000,209100000,None,-30400000,None,30400000,None,11100000,None,240000000,472600000,56200000,30400000,416400000,576700000,503000000,743000000,416400000,APD
577,2022-12-31,USD,1001319000,2620978000,1619659000,1619659000,833009000,148156000,20154000,185602000,None,-32085000,24039000,32085000,-21800000,54119000,None,8281000,1156547000,24102000,24039000,1036471000,1289092000,833009000,1196913000,1132445000,ALB
578,2022-09-30,USD,1043814000,2091805000,1047991000,1047991000,890977000,134479000,18358000,155934000,None,-826000,29691000,826000,0,7974000,None,952000,1094153000,196938000,29691000,931206000,687044000,890977000,1095931000,897215000,ALB
579,2022-06-30,USD,580424000,1479593000,899169000,899169000,434096000,128942000,17386000,152675000,None,-840000,41409000,840000,0,8767000,None,972000,495791000,89018000,41409000,440592000,293254000,434096000,497603000,406773000,ALB
580,2022-03-31,USD,449030000,1127728000,678698000,678698000,311979000,112568000,16083000,145226000,None,-853000,27834000,853000,-8400000,15496000,None,6451000,333913000,80530000,27834000,281547000,252214000,311979000,341217000,253383000,ALB
581,2021-12-31,USD,236594000,894204000,657610000,657610000,-31286000,123302000,12125000,277048000,None,-50781000,5306000,50781000,-132353000,28530000,None,6337000,11200000,15024000,5306000,-65801000,-29838000,-31286000,68318000,-3824000,ALB
582,2021-09-30,USD,249273000,830566000,581293000,581293000,131523000,103477000,13289000,118657000,None,-722000,5136000,722000,-984000,-643196000,None,153000,-507451000,-114670000,5136000,-374433000,-431216000,131523000,-506576000,-392781000,ALB
583,2021-06-30,USD,248417000,773896000,525479000,525479000,542333000,121516000,13976000,-292994000,None,-752000,5952000,752000,429408000,14000,None,156000,531585000,106985000,7152000,446208000,446713000,542333000,532493000,424600000,ALB
584,2021-03-31,USD,263687000,829291000,565604000,565604000,155864000,93187000,14636000,116571000,None,-755000,16082000,755000,-27798000,11312000,None,6586000,117784000,22107000,43882000,117698000,71695000,155864000,125125000,95677000,ALB
585,2020-12-31,USD,265420000,879147000,613727000,613727000,125136000,124909000,15375000,158092000,None,-31104000,19152000,31104000,-28800000,-57557000,None,6511000,74534000,-10101000,19152000,31326000,156970000,125136000,112149000,84635000,ALB
586,2020-09-30,USD,254056000,746868000,492812000,492812000,144432000,96092000,13532000,112001000,None,-697000,16125000,697000,0,-3661000,None,126000,128954000,30653000,19227000,117045000,130965000,144432000,129777000,98301000,ALB
587,2020-06-30,USD,233359000,764049000,530690000,530690000,112200000,106949000,14210000,128045000,None,-630000,20701000,630000,0,-6273000,None,153000,101055000,15431000,17852000,103758000,180982000,112200000,101838000,85624000,ALB
588,2020-03-31,USD,242018000,738845000,496827000,496827000,124044000,101877000,16097000,126075000,None,-650000,22339000,650000,0,8314000,None,6254000,125646000,18442000,16885000,123635000,-23550000,124044000,132550000,107204000,ALB
589,2019-12-31,USD,338511000,992564000,654053000,654053000,139085000,185163000,14263000,199717000,None,-30221000,15718000,30221000,-32229000,-38388000,None,6767000,85286000,-5105000,22400000,35114000,130633000,139085000,122274000,90391000,ALB
590,2019-09-30,USD,309867000,879747000,569880000,569880000,186147000,108135000,15585000,127991000,None,-31000,30439000,31000,0,-11316000,None,157000,180411000,25341000,11108000,171618000,68504000,186147000,180599000,155070000,ALB
591,2019-06-30,USD,325914000,885052000,559138000,559138000,185737000,126715000,13462000,145167000,None,-32000,9502000,32000,0,-7065000,None,136000,184609000,30411000,11601000,174970000,162325000,185737000,184777000,154198000,ALB
592,2019-03-31,USD,283486000,832064000,548578000,548578000,155154000,113355000,14977000,135659000,None,-33000,23001000,33000,0,11291000,None,6827000,171083000,37514000,12586000,151526000,126713000,155154000,177943000,133569000,ALB
593,2018-12-31,USD,320384000,921699000,601315000,601315000,174807000,120916000,16384000,8277000,None,None,None,12571000,-8277000,-32528000,None,6733000,140792000,11196000,12571000,100472000,93105000,174807000,181540000,129596000,ALB
594,2018-09-30,USD,280537000,777748000,497211000,497211000,163760000,100167000,16610000,120501000,None,None,None,12988000,0,3793000,None,6824000,162912000,33167000,12988000,143479000,117233000,163760000,170584000,129745000,ALB
595,2018-06-30,USD,311356000,853874000,542518000,542518000,390350000,123637000,16074000,-72484000,None,None,None,13308000,217505000,-5223000,None,7004000,382563000,80102000,13308000,310686000,175521000,390350000,397354000,302461000,ALB
596,2018-03-31,USD,304979000,821629000,516650000,516650000,182623000,101370000,20986000,131975000,None,None,None,13538000,3200000,-30476000,None,7418000,152121000,20361000,13538000,138925000,182689000,182623000,190041000,131760000,ALB
597,2022-12-31,USD,940600000,7793400000,3300800000,2958300000,465800000,325100000,132100000,475800000,None,-4400000,None,37400000,7797800000,-72900000,52400000,15700000,412900000,90700000,None,322200000,371500000,465800000,481500000,322200000,AGCO
598,2022-09-30,USD,738900000,6240900000,2685900000,2382700000,332100000,287500000,104700000,406800000,None,-2300000,None,2300000,6243200000,-33100000,50600000,14700000,312100000,74200000,None,237900000,146600000,332100000,346800000,237900000,AGCO
599,2022-06-30,USD,690500000,5884500000,2573000000,2254700000,263500000,302500000,107100000,427000000,None,-5900000,None,5900000,5890400000,-21700000,51800000,15400000,249200000,71500000,None,177600000,51600000,263500000,278900000,177700000,AGCO
600,2022-03-31,USD,631300000,5371000000,2379800000,2054400000,204000000,271100000,100300000,427300000,None,-400000,None,400000,5371400000,-17500000,54700000,15300000,212000000,60200000,None,137000000,287700000,204000000,219300000,151800000,AGCO
601,2021-12-31,USD,682700000,6310500000,2783300000,2472500000,264000000,285200000,109500000,421100000,None,100000,100000,800000,6310400000,-10200000,56500000,17700000,269100000,-13000000,None,283300000,315700000,264000000,281700000,282100000,AGCO
602,2021-09-30,USD,626700000,5449000000,2380000000,2098400000,251900000,266100000,92800000,374800000,None,-1200000,None,1200000,5450200000,-14100000,54300000,14100000,251400000,70100000,None,182400000,115100000,251900000,266000000,181300000,AGCO
603,2021-06-30,USD,692400000,5756400000,2482100000,2186900000,290300000,276300000,107200000,402100000,None,-2200000,None,2200000,5758600000,-14600000,55100000,14200000,290500000,7700000,None,284400000,362400000,290300000,304500000,282800000,AGCO
604,2021-03-31,USD,570500000,4754000000,2087600000,1808200000,195200000,260600000,96300000,375300000,None,-3400000,None,3400000,4757400000,-11500000,54800000,17500000,194400000,43600000,None,151400000,143700000,195200000,212700000,150800000,AGCO
605,2020-12-31,USD,595600000,5432300000,2437400000,2121500000,178000000,283100000,99900000,421300000,None,-1900000,None,11800000,5434200000,15100000,57600000,18500000,205200000,69800000,None,135400000,175600000,178000000,196500000,135400000,AGCO
606,2020-09-30,USD,578700000,4991400000,2185700000,1918800000,224000000,251300000,82000000,354700000,None,-3600000,None,3600000,4995000000,-15300000,52600000,14800000,214500000,57200000,None,158100000,131500000,224000000,238800000,157300000,AGCO
607,2020-06-30,USD,432700000,4007500000,1832300000,1574100000,97300000,219500000,75800000,335400000,None,-6100000,None,6100000,4013600000,-10000000,50700000,14900000,101000000,31300000,None,60000000,35900000,97300000,112200000,69700000,AGCO
608,2020-03-31,USD,450500000,3853200000,1742200000,1477800000,100400000,247600000,84900000,351100000,None,-3400000,-3300000,100000,3856600000,-12500000,51600000,16000000,94100000,29400000,100000,66300000,-131500000,100400000,110200000,64700000,AGCO
609,2019-12-31,USD,513500000,21800000,3000000,2000100000,-49800000,272400000,89100000,3000000,None,-4000000,24200000,28200000,21800000,-20100000,51700000,16600000,-63300000,25000000,28200000,21800000,-88400000,-49800000,-18500000,-88300000,AGCO
610,2019-09-30,USD,450200000,4212400000,1921500000,1659200000,105900000,245000000,82300000,345400000,None,-6400000,-6200000,200000,4218800000,-20800000,52100000,16000000,90800000,83200000,200000,6300000,-53200000,105900000,107000000,7600000,AGCO
611,2019-06-30,USD,563900000,4839200000,2136000000,1858700000,199600000,260700000,87500000,365500000,None,-6000000,-5700000,300000,4845200000,-11600000,54100000,16600000,194000000,53200000,300000,140400000,152300000,199600000,210900000,140800000,AGCO
612,2019-03-31,USD,456700000,3988100000,1818300000,1539100000,92400000,262200000,84500000,364300000,None,-3500000,-3400000,100000,3991600000,-14600000,53000000,15300000,84500000,19400000,100000,65700000,74700000,92400000,99900000,65100000,AGCO
613,2018-12-31,USD,538700000,5160300000,2348100000,2053500000,159100000,272500000,88000000,384300000,None,-15300000,None,23400000,5175600000,-17100000,55100000,20200000,135800000,37100000,70700000,97600000,125200000,159100000,179300000,98700000,AGCO
614,2018-09-30,USD,473700000,4422400000,2018300000,1741000000,111300000,260500000,83300000,362400000,None,-7000000,None,7000000,4429400000,-19100000,55000000,15300000,95000000,23900000,0,70700000,22700000,111300000,126600000,71100000,AGCO
615,2018-06-30,USD,556300000,5054000000,2274000000,1981300000,168100000,271800000,93000000,388200000,None,-21200000,None,21200000,5075200000,-27200000,55900000,18200000,129900000,38500000,15500000,90400000,-92300000,168100000,186300000,91400000,AGCO
616,2018-03-31,USD,428000000,4004700000,1865700000,1579500000,50500000,264600000,90900000,377500000,None,-10300000,-10100000,200000,2007500000,-11500000,59200000,15700000,35700000,11400000,200000,25000000,36100000,50500000,51600000,24300000,AGCO
