,AAPL,MSFT,META,AMZN,GOOG,HUYA,KC,VNET,ANGI,TWOU,MU,RNG,IQV,FSLY,QTWO,TWLO,AKAM,DBX,WIX,VMW,NTNX,NFLX,ZM,BOX,IT,DOCU,NEWR,SPLK,ESTC,AYX,COUP,APPN,APPF,PANW,OKTA,PD,FIVN,WDAY,ADBE,BL,SMAR,ADSK,QLYS,ANSS,DT,HUBS,NOW,PCTY,ANET,VEEV,TEAM,CSGP,MDB,PAYC,CRWD,ZS,TTD,AZPN,DDOG,SHY,TLT,LQD,HYG,REM,IVV,ASHR,VGK,EWC,INDA,EWJ,EWG,ACWI,FM,EEM,UUP,BITO,GSG,IWM,FXE,FXY,FXB,FXC,CYB,FXA,FXF,XHB,XRT,XTN,FENY,PSJ,VFH,VDC,VPU,VIS,V,VHT,VAW,RY,BAM,SU,ASML,JPM,ARKK,IMO,AMD,NVDA,Z,BCE,NTR,CRM,OXY,CVX,XOM,ADM,RTX,LMT,INTC,TSM,SHOP,AB
2022-11-10,146.461486243153,241.688168045995,111.87,96.63,94.17,2.04,3.02,5.41,2.29,8.76,60.1316418804272,36.9,222.58,9.58,27.63,50.71,92.92,22.45,83.69,114.61,27.43,274.97,82.23,28.47,340.9,45.5,59.06,81.55,63.01,47.5,52.66,39.75,120.71,163.46,49.25,22.8,61.24,153.13,329.95,62.12,29.73,222.96,122.25,249.19,36.75,303.35,404.06,214.4,126.98,187.79,140.85,84.16,161.0,329.75,135.76,133.12,47.51,235.5,76.52,80.6028508386067,97.2974288497733,102.965876693333,72.6961851704142,23.8987889327637,393.017587186453,26.6239154642166,53.812534598169,34.191779247965,44.01,53.7505405770127,24.1118976518241,85.6236955861325,24.0076022451174,36.595873608122,28.8168388860245,10.6768189764059,22.02,183.854988532842,93.9069543866129,66.1,112.078918571619,72.9884846546537,24.3373328664625,65.3473359568347,92.42,61.6496667206322,63.2691041878326,72.9822681227009,24.4291098222173,93.9056684094564,86.255215352489,188.31251404955,147.965917750026,185.692439434718,205.167447780679,244.773335584428,173.27649342654,97.2168966818245,,34.9797013963665,559.530162015683,134.08931426476,37.3,56.2443380446724,68.47,157.435739833446,35.81,45.4415461129163,77.9861329624717,156.3,70.1255079378352,178.319055096327,108.779780567244,93.3678426690233,96.7400418934777,484.688180557655,29.3861435209086,70.0782810395462,36.51,36.7636363636364
2022-11-09,134.494863822524,223.316365988996,101.47,86.14,87.4,1.92,2.56,5.15,2.05,6.75,55.8415131250624,28.36,204.31,8.03,24.37,43.6,89.08,21.19,69.52,110.53,26.14,254.66,71.84,26.86,323.73,39.8,54.63,71.89,53.55,41.62,42.17,36.36,113.69,151.57,45.51,19.58,53.78,134.95,298.87,54.47,25.93,194.61,113.34,225.6,34.13,259.36,361.27,198.28,122.92,170.6,122.29,79.78,137.35,299.51,122.36,116.25,39.89,223.21,67.22,80.1664091161235,93.6927200353898,99.6287910358061,70.5012875456437,22.3480315298813,372.610618738623,25.6151341204759,50.8449315872406,32.5457639310408,42.83,50.9068605947501,22.5624183251107,81.2670889145618,23.4393159793484,35.315264302858,29.4909169886215,9.49705997348814,21.84,173.193422416066,92.2295095873624,63.69,108.608659309728,71.8744603590253,23.8630506202455,63.4485096854706,90.6082,55.8743593416114,58.6765138900895,68.6387970741755,23.8694397016922,88.117984515111,81.9725516454783,183.579256231965,141.320741803169,177.278483322474,193.55024151436,237.773570785538,164.27241565116,93.4442711332632,,33.689586675964,488.360407817893,128.788478181151,32.57,54.3573419852077,59.92,137.703793774321,32.14,43.9193948989782,73.3569990280992,142.06,67.5883336296417,175.004464827851,107.204688721927,92.1596461474258,94.0605088443023,479.167454088398,27.174283255894,64.3010766173137,30.9,34.7878366553233
2022-11-08,139.111985639817,227.6531855325,96.47,89.98,88.91,2.07,2.72,5.44,1.91,6.36,57.3580237548658,30.12,207.92,8.46,24.4,44.46,83.89,21.58,69.71,111.93,26.65,263.46,78.31,27.68,327.22,41.2,52.02,75.04,57.52,42.5,43.68,35.0,114.5,154.17,47.7,20.39,54.1,140.18,302.17,55.24,26.8,199.01,116.78,228.6,35.36,274.37,371.14,202.61,129.11,173.68,122.72,80.17,144.01,304.86,127.0,119.93,43.37,226.2,70.49,80.0374604253898,93.3857256033956,99.8854899325389,71.3537701052644,22.4146284735634,380.374786034372,26.159084845042,51.5274802797541,33.3244178833582,43.46,51.7849091506768,22.8423242680008,82.795374626229,23.6387146690919,35.9358672738705,29.2728328966048,10.9422647520624,22.44,178.082866225899,92.7487186918923,64.11,110.37117262208,72.3916859248528,23.9429735745526,64.2192808142862,90.52,56.8683881503929,60.8197226957029,70.3423143890788,25.1458803274512,90.7134922409257,83.4231312881755,186.079285935199,142.433193480198,180.086442732575,200.918652807736,240.563547960699,167.541222764335,94.8701453563415,,35.1458525346001,502.45866418709,130.485936927026,34.85,55.977589910612,63.85,145.960423685586,33.1,44.3556802787693,76.587543561023,147.1,74.4536288165183,182.292629186725,112.225293978876,95.4574284563763,95.1876924886049,487.99666600882,28.1222233694717,64.3208615639652,32.8,36.1443558580457
2022-11-07,138.533598889486,226.658502150962,96.72,90.53,88.65,2.09,2.83,5.62,1.94,6.36,56.4301586984729,29.44,207.99,8.75,26.44,45.68,83.86,21.51,70.64,111.31,26.55,258.6,79.61,27.14,319.68,42.51,50.72,73.58,53.94,42.16,42.59,35.85,111.9,144.45,47.24,20.19,47.0,136.52,299.54,57.49,25.99,194.88,110.53,221.39,33.75,260.32,363.2,199.71,130.58,171.51,119.23,80.35,141.84,296.21,124.68,117.36,43.72,227.39,69.48,79.9581073849383,92.3756148916728,99.4708224839705,71.4223606560385,22.3670592280762,378.322190082622,26.3173250558248,50.9537436976413,32.9893009924874,43.11,51.0465501377384,22.5124351210231,82.2197865010556,23.4991355862715,35.6797454128177,29.4017007691601,12.6332526562446,22.83,178.013442074441,92.2894183301927,63.65,110.102314659179,72.0833399144557,23.9868022914307,63.9796938813556,90.25,56.4608363387925,60.641945006758,70.6710633445865,25.1360615534069,91.2094231615631,83.1270946264006,185.614853539736,141.42903355934,179.004931864373,199.245824297888,239.679889709491,164.82712231279,94.1076987231677,,35.3608716546672,482.304044324544,130.406523652365,34.99,56.303615407797,63.08,142.951651768769,33.7,44.2781184334731,72.0569018380201,144.59,75.5878949778283,182.55818983138,111.87089831368,94.675071692391,95.0888167303327,482.574700299299,28.05310273619,62.0851625923478,32.24,35.9182693242586
2022-11-04,137.995100880558,220.212953838599,90.79,90.98,86.7,2.14,2.99,5.73,1.93,5.95,56.0310769537878,29.75,204.1,8.66,26.58,42.74,84.1,21.4,70.35,110.73,26.94,260.79,77.46,27.28,319.5,40.86,52.96,72.03,52.85,42.69,42.39,38.43,114.26,142.21,45.02,20.73,49.7,132.63,285.75,57.86,26.51,193.69,111.29,213.91,32.49,265.69,361.75,201.97,131.07,166.81,123.73,79.97,145.38,306.2,127.56,121.0,46.25,233.01,70.38,80.0275412953334,93.3065012338488,99.8361247600903,71.4321593061491,22.100671453348,374.663214690373,26.8810558067388,50.6866594266577,32.8710244427683,43.06,50.7571932272626,22.3025056638555,81.7037419750381,23.4991355862715,35.6600437311983,29.5702202948094,12.8397104817552,22.98,177.210105464712,91.7402548542476,63.61,108.85760186797,72.1430197874358,24.2545342723602,63.9697110924835,89.79,55.7153147322063,60.0691057868245,69.4955367764075,24.6843979473691,90.1764906424813,82.3376635283341,183.846057820847,143.959122771699,176.871676482142,196.1391427796,237.38634975411,163.549315895822,93.5234863678786,,35.3217772692005,467.706911226077,129.721584158416,35.22,56.5209657392536,62.19,141.502243370302,32.52,44.4623278160516,72.1849417128006,139.77,72.901475122094,180.404197935842,110.56160321726,94.2690384351329,94.1494970267472,475.700951421655,27.8457408363449,61.8081733392271,32.15,35.9772484200292
2022-11-03,138.263903111549,213.110914494421,88.91,89.3,83.49,1.88,2.61,5.47,2.05,6.35,53.3572292643976,32.55,203.86,8.78,27.46,65.36,83.36,20.43,80.33,109.17,27.01,269.06,78.39,27.46,319.3,42.43,55.19,74.61,57.76,46.89,48.0,47.24,122.0,149.7,50.15,22.16,53.29,140.22,285.93,49.02,31.05,194.22,112.38,212.06,33.25,278.56,385.56,210.95,122.25,167.15,174.17,79.89,157.22,326.33,141.53,131.07,49.17,237.86,75.01,79.9382691248254,94.9008916709799,99.6386640702958,70.9422268006199,21.2919942800658,369.437523547513,25.1404134881273,48.4609571684614,31.8755301492992,42.17,49.7893442508434,21.1428953290248,79.8281186016284,23.3097068310151,34.211970132169,30.1352563513981,12.2891562803936,22.17,174.849684315137,89.8331598741474,63.01,106.935765318343,70.7256228041586,23.7140131508613,62.1895801808087,88.1137,54.5920621782832,60.1777477078464,68.1008442378902,24.3898347260401,90.2124896385251,80.6995939998461,181.553540464522,143.092788722331,174.410991204033,193.918662079029,236.393475314552,157.784328805314,90.3647788875871,,34.4812479816655,438.93170148173,126.267106710671,36.2,55.7898782607176,60.11,134.155242178075,32.61,43.7351855163997,70.234795927682,146.33,71.7970580702921,178.151850245988,109.370440009238,95.348492704429,93.7342188420042,478.811915353348,26.7003270263429,59.6318292075642,33.74,34.7020076060002
2022-11-02,144.386620595248,218.929812276416,90.54,92.12,87.07,1.9,2.54,5.03,2.2,5.98,53.3272981335463,33.97,204.35,7.9,28.89,67.39,85.41,20.68,79.09,111.95,27.44,273.0,78.6,27.85,318.51,43.16,56.44,76.76,57.63,48.15,49.31,47.48,119.52,161.78,50.93,22.82,54.71,143.51,301.22,51.5,31.33,199.38,133.82,209.45,32.0,263.58,392.68,210.57,125.04,158.45,172.4,79.18,163.22,316.45,147.99,138.09,49.5,235.81,74.48,80.087056075672,95.4158500730347,99.9940933119259,71.4517566063702,21.8152559804248,373.185742242012,25.0316233432141,48.9753416903557,32.0825141113076,41.92,49.9290337938317,21.48278111682,80.5327178583061,23.2498872240921,34.0149533159745,29.887433519561,12.2596623053206,22.23,176.029894889925,90.6119735309422,63.156,108.987051998256,70.9593689733306,23.7140131508613,62.8041206637758,89.05,55.5264492585378,59.634538102737,68.5192519994454,23.9185335719137,91.9565514965841,81.5877039851709,182.0574990213,142.541485236369,173.031816794125,200.09219586537,237.396278498506,156.744253814759,90.820266486626,,33.31819001403,443.974580583028,126.038793546021,36.44,53.8534843986491,58.63,132.136066340211,29.5,43.6673189017655,81.7288369945176,150.01,70.7423895343372,175.565092855457,107.903635728286,94.8731366959316,93.0915264132351,476.086118384627,26.7295716342579,59.8692485673819,33.51,35.8130128606467
2022-11-01,149.981689255148,226.956907165424,95.2,96.79,90.5,1.91,2.75,4.56,2.3,6.23,54.7340612835612,35.49,209.39,8.53,31.23,75.08,88.1,21.69,83.84,112.62,28.17,286.75,82.89,28.75,325.0,47.89,58.92,82.85,62.96,48.1,53.07,50.38,124.34,170.77,55.0,24.82,59.85,151.6,316.02,54.5,34.63,214.05,139.71,219.24,34.17,290.18,418.56,224.89,127.71,163.75,191.74,81.19,181.45,342.71,160.53,150.39,53.08,240.97,80.8,80.1267325958977,95.8317780131558,100.477872001922,72.1082661637793,22.4241423226608,383.00250548951,24.8140430533876,49.8755146036706,32.6837532390464,42.42,50.2583020023042,21.9726165168778,82.2197865010556,23.4492859138356,34.3006276994565,29.7585656470056,12.4169635057096,22.1,182.069796066778,91.0513043116983,63.04,109.803583589289,71.4069680206813,23.7438603087353,63.2145131143083,89.2732,57.7431335021207,62.2419442072621,70.5913666280997,24.4683849183945,94.9236842174704,82.7225111886415,185.140539603945,144.008346297231,176.8121437738,206.046668775422,241.486921189488,161.597937104018,91.562909311146,,34.2466816688651,472.871274880828,127.210139347268,38.29,54.4462580298946,59.66,135.374744416785,30.98,43.8127473616959,84.4866189128672,159.82,73.4288093900715,179.223928404041,110.16783025593,96.5863989765575,94.4757870290453,479.611877507211,27.5874134664295,60.9178507399104,34.79,36.3830068608566
2022-10-31,152.659755926879,230.895853356312,93.16,102.44,94.66,1.87,2.53,4.19,2.15,6.19,53.9758059686596,35.52,209.67,8.49,31.04,74.37,88.33,21.75,84.1,112.53,27.4,291.88,83.44,29.05,301.92,48.3,59.24,83.11,63.95,48.73,53.23,48.82,125.37,171.59,56.12,24.94,60.26,155.82,318.5,56.0,34.92,214.3,142.56,221.16,35.24,296.56,420.74,231.79,120.86,167.94,202.73,82.72,183.03,346.0,161.2,154.1,53.24,241.45,80.51,80.2052644418593,94.9469790590047,99.7621897661077,71.6787694760256,22.4336561717583,384.529557550232,23.9536119072558,49.4996182222864,32.555620310184,42.2,49.8791446713359,21.8126702637977,82.1403950355145,23.4692257828099,33.6800247284439,29.7684785602791,12.3579755555638,21.85,181.821852668713,91.101228264057,62.81,109.732345617159,71.3938499970181,23.5665622413642,63.1854703534919,89.1344,57.9916407043161,61.9752776738448,70.2128072247879,24.2327343413313,94.9553076449343,82.3771350832374,185.733432023684,143.476732221483,176.544246586264,206.27568696427,241.298275045972,161.122474251192,91.562909311146,,33.6113979050305,469.926895702808,124.956787678768,38.28,53.8238457170868,60.06,134.914932097271,30.86,43.7254902857377,83.225918607336,162.59,72.2348450097451,177.925631919059,109.084954612274,96.041720216821,93.7539939936586,480.648865484442,27.7141401007276,60.8881733199332,34.23,36.3540241150832
2022-10-28,155.049109091249,234.615969203263,99.2,103.41,96.58,1.82,2.46,4.44,2.14,6.18,53.9159437069568,34.69,208.16,8.58,31.69,75.6,89.21,22.02,85.17,113.15,26.8,295.72,84.21,28.79,302.01,48.73,59.84,83.81,64.07,49.19,52.19,49.7,122.49,171.08,57.29,25.44,60.48,157.65,325.68,57.1,34.85,216.39,142.36,220.89,35.54,289.99,420.4,228.36,121.47,171.58,200.82,82.88,186.59,341.62,163.65,153.96,53.71,240.57,81.13,80.3240870558472,95.6286294132937,100.30357313435,72.7720586196065,22.5953916064147,387.24652030762,24.4975626318219,50.1030308345085,32.6443277224733,42.34,50.1685015818117,22.1525560515929,82.6862113611099,23.7284440794765,33.7785331365411,29.520655728442,12.5251080809771,21.98,181.653251158029,91.8101483875497,63.33,111.110541692496,71.4435394805907,23.7587343076759,63.3950572872185,89.61,58.6278191419363,62.3900922813828,70.332352299518,24.026540086401,95.4677463924869,82.8310579646256,186.958743024479,144.736854475109,177.129651551621,208.446381102049,241.516707422675,162.350753287658,91.3450674159535,,32.9467933520959,486.598448075652,125.15532086542,38.89,53.408904175215,62.01,138.283557133708,30.86,44.0842138202326,81.1181852840259,163.02,71.4786675688718,177.020758611345,108.976667047909,93.962037679645,94.0110709651662,478.861295733216,28.3380250695797,61.3432270929173,34.19,35.986909335287
2022-10-27,144.157640916996,225.54445676364,97.94,110.96,92.6,1.82,2.66,4.4,2.12,6.15,52.0901447250225,33.73,200.42,8.5,31.04,74.6,87.58,21.52,83.35,110.72,26.58,296.94,82.61,28.66,292.07,48.24,60.33,83.16,65.18,49.57,52.61,47.78,106.32,168.14,56.53,25.22,60.2,155.24,318.65,56.91,35.09,210.15,140.38,216.48,35.31,280.14,415.67,226.84,119.13,170.51,198.0,81.62,190.39,333.81,164.73,153.77,53.76,235.81,82.16,80.4429096698351,96.2905217862989,100.096863121021,72.2156525376055,21.8342836786197,378.371769694983,25.041513356388,49.5589702825049,32.516194793611,41.84,49.6396768833559,21.9526232352428,81.3861761128735,23.6088048656304,33.9854007935453,29.4710911620745,12.5742647060987,22.17,177.616732637538,91.8700571303801,63.9,110.737238799436,71.6595893551641,23.9508072139946,63.8056480707192,90.0266,57.6437306212426,61.4715742218342,69.4855746868467,23.9087147978694,93.6868899804605,80.7489334434753,182.867785328277,141.015555944869,173.170726446921,203.417938259948,237.604782130813,161.08285234679,91.0480102861455,,32.7220006356622,471.906393866409,123.686175284195,37.87,49.2002113933723,58.6,131.706241780666,30.63,43.4055476738908,82.1425042822701,159.75,71.5085166783799,174.974958089556,105.87570497744,93.2192939163679,90.7679460938395,466.081653423344,25.6085283308517,60.2946249203888,34.1,34.3059100804306
2022-10-26,148.687456291114,230.090159817267,129.82,115.66,94.82,1.97,2.71,4.65,2.14,5.74,55.3227068569718,33.79,202.1,8.57,30.81,74.28,86.76,21.58,83.02,111.3,26.63,298.62,83.37,28.36,292.93,48.99,59.38,81.96,64.68,48.06,51.39,46.31,101.88,166.73,56.98,24.49,59.87,154.73,320.48,56.15,34.26,214.56,139.1,218.16,34.14,273.35,366.41,226.55,108.97,165.22,195.22,80.04,191.05,331.04,161.77,151.03,55.36,248.4,81.5,80.2745776333522,95.2927437314701,99.6342264245231,71.6885309862361,21.7296313385479,380.394617879316,25.6546941731716,49.9843267140713,32.3782054856054,42.27,50.2682798268034,22.1725493332279,81.8823727725057,23.5988349311432,34.2513734954079,29.2430941567844,12.6234213312203,22.17,177.577061693848,92.8585513870813,63.8,111.244660109299,71.6721111050243,24.2118954753974,64.1435820505279,90.47,57.4250442833106,61.0765126908456,69.5951576720159,23.8399833795593,93.4283336552836,80.0779170101188,182.729443763671,139.844036037201,171.513732731421,202.462036254321,239.163595000921,161.528598771314,90.7410512520106,,33.3377372067633,481.535309556692,123.199768976898,37.89,48.6370764436891,59.73,128.907384183627,30.67,43.0274336780718,80.832557871054,159.91,72.15524738439,174.17827615559,105.472087692077,92.6845184068084,89.5023363879559,456.827770236056,26.5248593788533,60.1858077138056,29.06,34.5764157076489
2022-10-25,151.664192108392,249.327336416203,137.51,120.6,104.93,1.79,2.52,4.44,2.26,5.54,55.7417426888911,35.12,197.65,8.77,30.76,76.61,88.45,22.12,85.97,111.42,26.83,291.02,84.09,28.71,298.93,50.23,61.06,82.87,67.2,48.54,54.27,47.87,100.92,166.19,58.31,25.25,59.79,156.18,323.79,56.63,34.83,215.72,139.07,219.5,35.26,290.58,376.66,226.95,112.63,166.68,206.04,74.5,200.69,337.16,162.11,157.09,57.84,252.63,88.75,80.2052644418593,93.939322013534,99.1814330619932,71.4933007820252,21.4347020165273,383.290067241205,25.0118433168662,49.4501581721042,31.9642375615885,41.85,49.9789229163275,21.8826467495203,81.8724488393131,23.5788950621689,33.6997264100634,29.5503944682624,12.3284815804908,21.69,176.70430093266,91.8111468665969,63.155,109.871637741435,71.4157133697901,23.724028310148,63.12518915922,89.7317,58.0015809924039,61.1950311501422,69.1767499104607,23.5061450620531,93.8184553720794,79.8706913468763,181.533777383864,139.794812511668,171.027548946633,193.55024151436,236.333902848178,160.438996400256,90.1271331837407,,32.6829062501954,483.445177131624,121.800110011001,37.81,47.7973137994248,61.47,132.555894979767,31.21,42.5911482982806,81.9553690806678,165.27,70.7324398311678,172.053790998348,104.23170286389,90.2582221134364,87.3666200092773,454.447635926412,26.7198234316196,60.4825819135779,29.83,34.383197402493
2022-10-24,148.787012672963,245.93546608516,129.72,119.82,102.97,1.76,2.25,4.26,2.09,4.72,56.1108933027248,33.54,179.56,8.2,27.83,74.01,86.39,21.63,78.31,110.61,26.91,282.45,80.61,28.16,294.27,48.47,58.78,79.0,63.58,47.64,51.61,44.66,95.48,161.34,54.71,23.64,56.93,147.95,316.22,52.4,32.84,207.09,133.87,216.07,33.74,265.01,366.56,216.01,110.74,158.4,194.85,71.39,181.91,324.02,157.97,148.67,55.67,249.77,82.43,80.1260493658673,91.2818735308712,97.8722696442436,70.8099950672871,20.2930401248348,377.231438610678,25.0118433168662,48.2631169677328,31.4319930878525,41.77,48.8614065724208,21.422801271915,80.453326392765,23.190067617169,33.4239028673911,29.8775206062875,11.7386020790319,21.59,172.013211841278,90.951456406981,62.67,107.851901939433,70.8770793678638,23.6099943182705,62.3670832789403,89.13,55.5860909870647,58.8444150407597,67.7023606554567,23.4570511918316,91.1908269950985,78.7852235870349,178.826235333721,136.979226851222,168.517253078239,189.895907805349,233.881502982468,157.011701669473,89.0058612394839,,32.3701511664615,470.47399318521,121.482456912358,35.43,48.073941494006,58.7,125.938595946767,29.12,41.980348766573,77.8285454242803,160.65,70.4737475487637,170.283386700645,104.940494194283,88.4162175805091,88.7212178976058,451.790971489506,26.4956147709383,60.630969013464,28.75,33.6779505886739
2022-10-21,146.61668354866,240.832740337873,130.01,119.32,101.48,1.85,2.5,5.34,2.09,5.06,55.9213294739994,33.37,178.15,8.37,27.86,75.45,85.88,21.42,79.81,109.64,26.87,289.57,80.98,28.05,289.75,47.81,58.29,79.2,63.55,48.34,51.17,43.47,97.78,162.03,55.01,23.4,55.38,149.48,306.37,53.18,32.18,201.39,133.35,214.15,33.4,265.47,360.67,214.71,110.52,157.63,194.1,71.8,188.9,323.01,156.32,150.48,56.93,253.635,82.15,80.1458531348653,92.0425558102951,97.9214863140838,70.7611875162344,20.3120678230297,372.650282428512,26.3074350426509,47.9267886264943,31.5009877418553,41.73,49.1806969563942,21.1828818922949,80.2151519961415,23.7184741449893,34.743915535894,29.847781866467,11.6402888287888,21.58,171.279299383007,90.841623711792,63.31,108.239929999916,71.254719443015,24.071088285427,63.0451469111968,89.5028,54.7312262115126,58.1135512084307,66.4172511021085,23.3981385475658,90.6221025244497,77.7589631595485,175.921062476998,135.945532815044,166.245088043211,189.557359178356,230.158223834122,157.625841187706,88.9176492858273,,32.6242646719953,459.790671437934,121.333557022369,35.88,49.2002113933723,58.82,124.609138588174,29.29,41.8833964599527,81.630344783148,160.17,70.9015847850473,170.342400177236,104.212014215823,88.8222508377673,87.5445963741672,448.976289837023,26.2909025155337,63.0645174515961,29.75,33.8228643175408
2022-10-20,142.753895932928,234.894480550093,131.53,115.25,100.53,1.87,2.35,5.14,2.12,5.49,53.5767242239745,33.05,174.58,7.95,27.2,70.87,84.16,20.97,79.48,107.61,26.67,268.16,79.96,27.46,280.55,46.66,57.7,78.17,63.15,48.39,52.18,42.16,100.79,158.57,54.4,22.55,55.29,145.42,302.38,56.63,31.92,197.83,130.57,210.51,33.65,265.0,356.26,216.9,105.64,156.27,192.62,70.57,191.0,318.31,153.88,150.23,56.48,246.3,82.34,79.9379135603864,93.7318632100548,97.6458729629786,70.0876433117069,20.102763142886,363.864775118125,26.159084845042,47.0859677733979,30.7223337895379,41.14,48.332581873965,20.7230364146896,78.5479312197773,23.6586545380663,34.2218209729787,30.1055176115777,11.5419755785456,21.46,167.639490299419,90.1526731692427,62.18,107.314632317225,70.5508182187265,24.0096090898062,62.0102864750961,88.9162,53.0811383889352,56.7209593116957,65.2716108026121,22.7991933308636,91.1609935729627,75.7360459707531,173.104823483236,133.543424769069,162.018265750976,186.420805722392,225.293139080284,152.138207428013,86.6143371625723,,31.1679988133592,434.962392963818,115.278294829483,35.25,47.9059889651531,57.77,121.89024835105,28.53,41.253206466921,81.3447173701761,157.5,68.5037063212252,166.181950077636,102.312059677409,87.4754088136914,86.2592115166291,438.833559812109,25.4233124807238,62.8963454050585,29.73,32.5572844187697
2022-10-19,143.221810927617,235.222726066001,133.23,115.07,100.29,1.89,2.23,5.03,2.18,5.27,52.9082623016269,31.77,178.39,7.87,27.62,68.76,82.94,20.9,72.71,107.73,25.95,272.38,76.33,27.32,286.27,46.55,57.09,77.08,61.93,49.26,52.37,40.45,102.21,160.11,53.83,22.47,55.59,146.5,299.83,55.48,31.68,197.02,131.11,214.19,33.65,263.57,355.44,221.92,105.11,156.2,187.73,72.29,184.77,320.5,152.54,148.77,55.23,248.89,79.0,80.0270305208773,95.3618966659632,98.5022430181983,70.4781037201286,20.3691509176143,366.988290696874,26.020624660607,47.1255358135436,30.88003585583,40.74,48.3724931719617,20.8130061820472,78.9250406810978,23.758353882938,34.0051024751648,30.0856917850307,11.6402888287888,21.43,169.801556730543,90.0990548444095,62.36,107.28478400488,70.5909673214531,23.7125257509673,61.9083873039843,88.8535,54.4031967046147,57.4616996822994,66.5467582663994,22.7697370087307,90.9422151439668,77.1175503923695,175.446748541206,136.939848030796,165.113966584726,185.614263405144,227.209386748633,153.108944085865,87.8199005292121,,30.9041117114587,421.782317251396,115.655507884122,35.38,48.2122553412966,57.23,120.460831792562,28.72,41.6507109240641,80.4681366889864,153.67,68.1156678976191,165.237734452195,102.174239140944,87.4952153140455,86.6448269738905,434.50783853566,25.3453268596172,62.9754851916645,28.35,32.9437210290815
